Formula,ANZA-BTM,BLAN-BTM,CFS2-BTM,CLBJ-BTM,DELA-BTM,MOAB-BTM,ONAQ-BTM,PPRH-BTM,SOAP-BTM,TEAK-BTM
C16H18O16,0,0,0,0,0,0,0,0,0,0
C16H18O17,0,0,0,0,0,0,0,0,0,0
C16H18O19N1P1,0,0,0,0,0,0,0,0,0,0
C16H18O2,0,0,0,0,0,0,0,0,0,0
C16H18O3,0,0,0,0,0,0,0,0,0,0
C16H18O3S1,0,0,0,0,0,0,0,0,0,0
C16H18O4,0,0,0,0,0,0,0,0,0,0
C16H18O4N2,0,0,0,0,0,0,0,0,0,0
C16H18O4S1,0,0,0,0,0,0,0,0,0,0
C16H18O5N2,0,0,0,1,0,0,0,0,0,0
C16H18O5S1,0,0,0,0,0,0,0,0,0,0
C16H18O6N1P1,0,0,0,0,0,0,0,0,0,0
C16H18O6N2,0,0,0,1,0,0,0,0,0,0
C16H18O6S1,0,0,0,0,0,0,0,0,0,0
C16H18O7N2,1,0,0,1,0,0,0,0,1,0
C16H18O7S1,0,0,0,1,0,0,0,0,0,0
C16H18O7S1N2,0,0,0,0,0,0,0,0,0,0
C16H18O8N1P1,0,0,0,0,0,0,0,0,0,0
C16H18O8N2,1,0,1,1,0,0,0,1,1,0
C16H18O8S1,0,0,0,0,0,0,0,0,0,0
C16H18O8S1N2,0,0,0,0,0,0,0,0,0,0
C16H18O9N1P1,0,0,0,0,0,0,0,0,0,0
C16H18O9N2,1,0,1,1,0,0,0,1,1,0
C16H18O9S1,0,0,0,0,0,0,0,0,0,0
C16H18O9S1N2,0,0,0,0,0,0,0,0,0,0
C16H19O10N1,1,0,1,1,0,1,0,1,1,1
C16H19O10N2P1,0,0,0,0,0,0,0,0,0,0
C16H19O10N3,0,0,0,1,0,0,0,0,0,0
C16H19O10P1,0,0,0,1,1,0,0,0,1,1
C16H19O10S1N1,0,0,0,0,0,0,0,0,0,0
C16H19O10S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H19O11N1,1,0,1,1,0,0,0,1,1,1
C16H19O11N3,0,0,0,0,0,0,0,0,0,0
C16H19O11P1,1,0,0,1,0,0,0,0,1,1
C16H19O11S1N1,0,0,0,0,0,0,0,0,0,0
C16H19O12N1,1,0,1,1,0,0,0,0,1,0
C16H19O12N3,0,0,0,0,0,0,0,0,0,0
C16H19O12P1,0,0,0,1,0,0,0,0,1,0
C16H19O13N1,0,0,0,1,0,0,0,0,1,0
C16H19O13P1,0,0,0,1,0,0,0,0,0,0
C16H19O14N1,0,0,0,1,0,0,0,0,0,0
C16H19O14P1,0,0,0,1,0,0,0,0,0,0
C16H19O15N1,0,0,0,0,0,0,0,0,0,0
C16H19O15P1,0,0,0,1,0,0,0,0,0,0
C16H19O16P1,0,0,0,1,0,0,0,0,0,0
C16H19O17P1,0,0,0,1,0,0,0,0,0,0
C16H19O18P1,0,0,0,1,0,0,0,0,0,0
C16H19O19P1,0,0,0,1,0,0,0,0,0,0
C16H19O4N1,0,0,0,0,0,0,0,0,0,0
C16H19O5N1,1,0,0,1,0,0,0,0,0,0
C16H19O5N3,1,0,0,1,0,0,0,0,0,0
C16H19O6N1,1,0,0,1,0,0,0,0,0,0
C16H19O6N3,0,0,0,0,0,0,0,0,0,0
C16H19O6P1,0,0,0,0,0,0,0,0,0,0
C16H19O7N1,1,1,1,1,0,0,0,1,1,1
C16H19O7N3,0,0,0,1,0,0,0,0,0,0
C16H19O7P1,0,0,0,0,0,0,0,0,1,0
C16H19O7S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H19O8N1,1,1,1,1,0,1,0,1,1,1
C16H19O8N3,0,0,0,1,0,0,0,0,0,0
C16H19O8P1,1,0,0,1,0,0,0,0,0,0
C16H19O8S1N1,0,0,0,0,0,0,0,0,0,0
C16H19O8S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H19O9N1,1,1,1,1,0,1,1,1,1,1
C16H19O9N2P1,0,0,0,0,0,0,0,0,0,0
C16H19O9N3,0,0,0,1,0,0,0,0,0,0
C16H19O9P1,1,1,0,1,0,0,0,0,1,1
C16H19O9S1N1,0,0,0,0,0,0,0,0,0,0
C16H19O9S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H20O10N2,1,0,0,1,0,0,0,0,0,0
C16H20O10S1,0,0,0,1,0,0,0,0,0,0
C16H20O11,1,0,1,1,1,1,1,1,1,1
C16H20O11N2,0,0,0,1,0,0,0,0,0,0
C16H20O11S1,0,0,0,1,0,0,0,0,0,0
C16H20O12,1,0,1,1,0,1,0,1,1,1
C16H20O12N2,0,0,0,0,0,0,0,0,0,0
C16H20O12S1,0,0,0,1,0,0,0,0,0,0
C16H20O13,1,0,1,1,0,0,0,0,1,0
C16H20O13N2,0,0,0,0,0,0,0,0,0,0
C16H20O13S1,0,0,0,0,0,0,0,0,0,0
C16H20O14,0,0,0,1,0,0,0,0,0,0
C16H20O14S1,0,0,0,0,0,0,0,0,0,0
C16H20O15,0,0,0,0,0,0,0,0,0,0
C16H20O16N1P1,0,0,0,0,0,0,0,0,0,0
C16H20O16S2N2,0,0,0,0,0,0,0,0,0,0
C16H20O17N1P1,0,0,0,0,0,0,0,0,0,0
C16H20O19S1,0,0,0,0,0,0,0,0,0,0
C16H20O2,0,0,0,0,0,0,0,0,0,0
C16H20O3,0,0,0,0,0,0,0,0,0,0
C16H20O4,0,0,0,0,0,0,0,0,0,0
C16H20O4N2,0,0,0,0,0,0,0,0,0,0
C16H20O5N2,0,0,0,0,0,0,0,0,0,0
C16H20O5S1,0,0,0,0,0,0,0,0,0,0
C16H20O6N1P1,0,0,0,0,0,0,0,0,0,0
C16H20O6N2,0,0,0,1,0,0,0,0,0,0
C16H20O6S1,0,0,0,0,0,0,0,0,0,0
C16H20O6S1N2,0,0,0,0,0,0,0,0,0,0
C16H20O7N1P1,0,0,0,0,0,0,0,0,0,0
C16H20O7N2,1,0,0,1,0,0,0,0,0,0
C16H20O7S1,0,0,0,0,0,0,0,0,0,0
C16H20O8N1P1,0,0,0,1,0,0,0,0,0,0
C16H20O8N2,1,0,0,1,0,0,0,0,1,0
C16H20O8S1,0,0,0,1,0,0,0,0,0,0
C16H20O8S1N2,0,0,0,0,0,0,0,0,0,0
C16H20O9N1P1,0,0,0,0,0,0,0,0,0,0
C16H20O9N2,1,0,0,1,0,0,0,0,1,0
C16H20O9S1,1,0,0,1,0,0,0,0,0,0
C16H20O9S1N2,0,0,0,0,0,0,0,0,0,0
C16H21O1S1N3,0,0,0,0,0,0,0,0,0,0
C16H21O10N1,1,0,1,1,0,1,0,1,1,1
C16H21O10N2P1,0,0,0,0,0,0,0,0,0,0
C16H21O10N3,0,0,0,0,0,0,0,0,0,0
C16H21O10P1,0,1,0,1,1,1,0,1,1,0
C16H21O10S1N1,0,0,0,0,0,0,0,0,0,0
C16H21O10S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H21O10S2N3,0,0,0,0,0,0,0,0,0,0
C16H21O11N1,1,0,0,1,0,0,0,0,1,1
C16H21O11N3,0,0,0,0,0,0,0,0,0,0
C16H21O11P1,1,0,0,1,1,0,0,0,1,1
C16H21O11S1N1,0,0,0,0,0,0,0,0,0,0
C16H21O12N1,1,0,0,1,0,0,0,0,1,1
C16H21O12P1,0,0,0,1,0,0,0,0,1,1
C16H21O13N1,1,0,0,1,0,0,0,0,1,0
C16H21O13P1,0,0,0,0,0,0,0,0,1,0
C16H21O14N1,0,0,0,1,0,0,0,0,0,0
C16H21O14P1,0,0,0,1,0,0,0,0,0,0
C16H21O15P1,0,0,0,1,0,0,0,0,0,0
C16H21O15S1N1,0,0,0,0,0,0,0,0,0,0
C16H21O16P1,0,0,0,1,0,0,0,0,0,0
C16H21O16S1N2P1,0,0,0,0,0,0,0,0,0,0
C16H21O17P1,0,0,0,1,0,0,0,0,0,0
C16H21O18P1,0,0,0,1,0,0,0,0,0,0
C16H21O19P1,0,0,0,1,0,0,0,0,0,0
C16H21O3N3,0,0,0,0,0,0,0,0,0,0
C16H21O4N1,0,0,0,0,0,0,0,0,0,0
C16H21O4N3,0,0,0,0,0,0,0,0,0,0
C16H21O5N1,0,0,0,1,0,0,0,0,0,0
C16H21O5N3,0,0,0,0,0,0,0,0,0,0
C16H21O6N1,1,0,0,1,0,0,0,0,0,0
C16H21O6N3,0,0,0,1,0,0,0,0,0,0
C16H21O6P1,0,0,0,0,0,0,0,0,0,0
C16H21O6S1N1,0,0,0,0,0,0,0,0,0,0
C16H21O7N1,1,1,0,1,0,0,0,0,1,1
C16H21O7N2P1,0,0,0,0,0,0,0,0,0,0
C16H21O7N3,0,0,0,1,0,0,0,0,0,0
C16H21O7P1,1,0,0,1,0,1,0,0,1,0
C16H21O7S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H21O8N1,1,0,1,1,0,1,0,1,1,1
C16H21O8N2P1,0,0,0,0,0,0,0,0,0,0
C16H21O8N3,0,0,0,1,0,0,0,0,0,0
C16H21O8P1,1,1,0,1,1,1,0,0,1,0
C16H21O8S1N1,0,0,0,0,0,0,0,0,0,0
C16H21O8S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H21O9N1,1,0,1,1,0,1,0,1,1,1
C16H21O9N2P1,0,0,0,0,0,0,0,0,0,0
C16H21O9N3,0,0,0,1,0,0,0,0,0,0
C16H21O9P1,1,1,0,1,1,1,0,1,1,1
C16H21O9S1N1,0,0,0,0,0,0,0,0,0,0
C16H21O9S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H22O10N1P1,0,0,0,0,0,0,0,0,0,0
C16H22O10N2,0,0,0,1,0,0,0,0,0,0
C16H22O10S1,0,0,0,1,0,0,0,0,0,0
C16H22O11,0,0,1,0,0,0,0,1,0,0
C16H22O11N2,0,0,0,0,0,0,0,0,0,0
C16H22O11S1,0,0,0,1,0,0,0,0,0,0
C16H22O12,1,0,1,1,0,1,0,0,1,0
C16H22O12N2,0,0,0,0,0,0,0,0,0,0
C16H22O12S1,0,0,0,1,0,0,0,0,0,0
C16H22O13,0,0,0,1,0,0,0,0,0,0
C16H22O13S1,0,0,0,0,0,0,0,0,0,0
C16H22O14,0,0,0,0,0,0,0,0,0,0
C16H22O14S1,0,0,0,0,0,0,0,0,0,0
C16H22O16N1P1,0,0,0,0,0,0,0,0,0,0
C16H22O16S2N2,0,0,0,0,0,0,0,0,0,0
C16H22O17N1P1,0,0,0,0,0,0,0,0,0,0
C16H22O2,0,0,0,0,0,0,0,0,0,0
C16H22O3,0,0,0,1,0,0,0,0,0,0
C16H22O4N2,0,0,0,0,0,0,0,0,0,0
C16H22O4S1,0,0,0,0,0,0,0,0,0,0
C16H22O5N2,0,0,0,0,0,0,0,0,0,0
C16H22O5S1,0,0,0,0,0,0,0,0,0,0
C16H22O6N1P1,0,0,0,0,0,0,0,0,0,0
C16H22O6N2,0,0,0,1,0,0,0,0,0,0
C16H22O6S1,0,0,0,1,0,0,0,0,0,0
C16H22O7N1P1,0,0,0,1,0,0,0,0,0,0
C16H22O7N2,1,0,0,1,0,0,0,0,0,0
C16H22O7S1,0,0,0,1,0,0,0,0,0,0
C16H22O7S2N3P1,0,0,0,0,0,0,0,0,0,0
C16H22O8N1P1,0,1,0,1,0,0,0,0,0,0
C16H22O8N2,0,0,0,1,0,0,0,0,0,0
C16H22O8S1,0,0,0,1,0,0,0,0,0,0
C16H22O9N1P1,0,0,0,1,0,0,0,0,0,0
C16H22O9N2,1,0,0,1,0,0,0,0,0,0
C16H22O9S1,0,0,0,1,0,0,0,0,0,0
C16H23O10N1,0,0,0,0,0,0,0,0,0,0
C16H23O10N3,0,0,0,0,0,0,0,0,0,0
C16H23O10S1N1,0,0,0,0,0,0,0,0,0,0
C16H23O10S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H23O11N1,0,0,0,0,0,0,0,0,0,0
C16H23O11N3,0,0,0,0,0,0,0,0,0,0
C16H23O11P1,1,1,0,1,0,0,0,0,1,1
C16H23O11S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H23O12N1,1,0,0,1,0,0,0,0,1,1
C16H23O12P1,0,0,0,1,0,0,0,0,1,1
C16H23O13N1,1,0,0,1,0,0,0,0,1,0
C16H23O13P1,0,0,0,1,0,0,0,0,0,0
C16H23O14N1,0,0,0,0,0,0,0,0,0,0
C16H23O14P1,0,0,0,1,0,0,0,0,0,0
C16H23O14S1N2P1,0,0,0,0,0,0,0,0,0,0
C16H23O15N1,0,0,0,0,0,0,0,0,0,0
C16H23O15P1,0,0,0,1,0,0,0,0,1,0
C16H23O15S1N2P1,0,0,0,0,0,0,0,0,0,0
C16H23O16P1,0,0,0,1,0,0,0,0,1,0
C16H23O16S1N2P1,0,0,0,0,0,0,0,0,0,0
C16H23O16S2N3,0,0,0,0,0,0,0,0,0,0
C16H23O17P1,0,0,0,1,0,0,0,0,0,0
C16H23O18P1,0,0,0,1,0,0,0,0,0,0
C16H23O19P1,0,0,0,1,0,0,0,0,0,0
C16H23O4N1,0,0,0,0,0,0,0,0,0,0
C16H23O4N3,0,0,0,0,0,0,0,0,0,1
C16H23O5N1,0,0,0,1,0,0,0,0,0,0
C16H23O5N3,0,0,0,1,0,0,0,0,0,1
C16H23O6N1,1,0,0,1,0,0,0,0,0,0
C16H23O6N3,0,0,0,0,0,0,0,0,0,1
C16H23O6P1,0,0,0,0,0,0,0,0,0,0
C16H23O7N1,1,0,0,1,0,0,0,0,0,0
C16H23O7N2P1,0,0,0,1,0,0,0,0,0,0
C16H23O7N3,0,0,0,0,0,0,0,0,0,0
C16H23O7S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H23O8N1,0,0,0,0,0,0,0,0,0,0
C16H23O8N2P1,0,0,0,0,0,0,0,0,0,0
C16H23O8N3,0,0,0,0,0,0,0,0,0,0
C16H23O8S1N1,0,0,0,0,0,0,0,0,0,0
C16H23O8S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H23O9N1,0,0,0,0,0,0,0,0,0,0
C16H23O9N2P1,0,0,0,0,0,0,0,0,0,0
C16H23O9N3,0,0,0,0,0,0,0,0,0,0
C16H23O9S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H24O1,0,0,0,0,0,0,0,0,0,0
C16H24O10N1P1,0,0,0,0,0,0,0,0,0,0
C16H24O10N2,0,0,0,0,0,0,0,0,0,0
C16H24O10S1,0,0,0,1,0,0,0,0,0,0
C16H24O11,0,0,0,0,0,0,0,0,0,0
C16H24O11N2,0,0,0,0,0,0,0,0,0,0
C16H24O11S1,0,0,0,0,0,0,0,0,0,0
C16H24O12,0,0,0,1,0,0,0,0,0,0
C16H24O12N2,0,0,0,0,0,0,0,0,0,0
C16H24O12S1,0,0,0,0,0,0,0,0,0,0
C16H24O13,0,0,0,0,0,0,0,0,0,0
C16H24O13S1,0,0,0,0,0,0,0,0,0,0
C16H24O14,0,0,0,0,0,0,0,0,0,0
C16H24O15S2N2,0,0,0,0,0,0,0,0,0,0
C16H24O16S2N2,0,0,0,0,0,0,0,0,0,0
C16H24O17S2N2,0,0,0,0,0,0,0,0,0,0
C16H24O18S2N2,0,0,0,0,0,0,0,0,0,0
C16H24O19S2N2,0,0,0,0,0,0,0,0,0,0
C16H24O3S1,0,0,1,0,0,0,0,0,0,0
C16H24O5N2,0,0,0,0,0,0,0,0,0,0
C16H24O6N1P1,0,0,0,0,0,0,0,0,0,0
C16H24O6N2,0,0,0,0,0,0,0,0,0,0
C16H24O7N1P1,0,0,0,1,0,0,0,0,0,0
C16H24O7N2,0,0,0,1,0,0,0,0,0,0
C16H24O7S1,0,0,0,0,0,0,0,0,0,0
C16H24O8N1P1,0,0,0,1,0,0,0,0,0,0
C16H24O8N2,0,0,0,0,0,0,0,0,0,0
C16H24O8S1,0,0,0,1,0,0,0,0,0,0
C16H24O9N1P1,0,0,0,0,0,0,0,0,0,0
C16H24O9N2,0,0,0,0,0,0,0,0,0,0
C16H24O9S1,0,0,0,1,0,0,0,0,0,0
C16H24O9S2N3P1,0,0,0,0,0,0,0,0,0,0
C16H25O10N3,0,0,0,0,0,0,0,0,0,0
C16H25O10S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H25O11N2P1,0,0,0,0,0,0,0,0,0,1
C16H25O11S1N1,0,0,0,0,0,0,0,0,0,0
C16H25O11S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H25O12N1,0,0,0,0,0,0,0,0,0,0
C16H25O12P1,0,1,0,1,0,0,0,0,0,0
C16H25O12S2P1,0,0,0,0,0,0,0,0,0,0
C16H25O13N1,0,1,0,1,0,0,0,0,0,0
C16H25O13P1,0,0,0,1,0,0,0,0,0,0
C16H25O13S1N2P1,0,0,0,0,0,0,0,0,0,0
C16H25O14N1,0,0,0,0,0,0,0,0,0,0
C16H25O14P1,0,0,0,1,0,0,0,0,1,0
C16H25O14S1N2P1,0,0,0,0,0,0,0,0,0,0
C16H25O15P1,0,0,0,1,0,0,0,0,1,0
C16H25O15S1N1,0,0,0,0,0,0,0,0,0,0
C16H25O15S1N2P1,0,0,0,0,0,0,0,0,0,0
C16H25O15S2P1,0,0,0,0,0,0,0,0,0,0
C16H25O16P1,0,0,0,1,0,0,0,0,1,0
C16H25O16S1N2P1,0,0,0,0,0,0,0,0,0,0
C16H25O17P1,0,0,0,1,0,0,0,0,1,0
C16H25O18P1,0,0,0,1,0,0,0,0,1,0
C16H25O18S2P1,0,0,0,0,0,0,0,0,0,0
C16H25O19N3,0,0,0,0,0,0,0,0,0,0
C16H25O19P1,0,0,0,1,0,0,0,0,0,0
C16H25O3S2N1,0,0,0,0,0,0,0,0,0,0
C16H25O5N1,0,0,0,0,0,0,0,0,0,0
C16H25O5N3,0,0,0,0,0,0,0,0,0,0
C16H25O6N1,0,0,0,0,0,0,0,0,0,0
C16H25O6N3,0,0,0,0,1,0,0,0,0,0
C16H25O6S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H25O7N2P1,0,0,0,0,0,0,0,0,0,0
C16H25O7N3,0,0,0,1,0,0,0,0,0,0
C16H25O7S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H25O8N3,0,0,0,1,0,0,0,0,0,0
C16H25O8S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H25O9N3,0,0,0,0,0,0,0,0,0,0
C16H25O9S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H26O10N1P1,0,0,0,0,0,0,0,0,0,0
C16H26O10N2,0,0,0,0,0,0,0,0,0,0
C16H26O10S1,0,0,0,0,0,0,0,0,0,0
C16H26O11,1,0,0,1,0,0,0,0,0,0
C16H26O11N1P1,1,0,0,0,0,0,0,0,0,0
C16H26O11N2,0,0,0,0,0,0,0,0,0,0
C16H26O11S1,0,0,0,0,0,0,0,0,0,0
C16H26O12,0,0,0,0,0,0,0,0,0,0
C16H26O12N1P1,0,0,0,0,0,0,0,0,0,0
C16H26O13,0,0,0,0,0,0,0,0,0,0
C16H26O13N2,0,0,0,0,0,0,0,0,0,0
C16H26O14,0,0,0,0,0,0,0,0,0,0
C16H26O16S2N2,0,0,0,0,0,0,0,0,0,0
C16H26O18S2N2,0,0,0,0,0,0,0,0,0,0
C16H26O19S2N2,0,0,0,0,0,0,0,0,0,0
C16H26O5N1P1,0,0,0,0,0,0,0,0,0,0
C16H26O5N2,0,0,0,0,1,0,0,0,0,0
C16H26O5N3P1,0,1,0,1,0,0,0,0,0,1
C16H26O6N1P1,0,0,0,0,0,0,0,0,0,0
C16H26O6N2,0,0,0,0,0,0,0,0,0,0
C16H26O6N3P1,0,0,0,1,0,0,0,0,0,1
C16H26O6S1,0,0,0,0,0,0,0,0,0,0
C16H26O7N1P1,0,0,0,1,0,0,0,0,0,0
C16H26O7N2,0,0,0,1,0,0,0,0,0,0
C16H26O7N3P1,0,0,0,0,0,0,0,0,0,0
C16H26O7S1,0,0,0,0,0,0,0,0,0,0
C16H26O8N1P1,0,0,0,0,0,0,0,0,0,0
C16H26O8N2,0,0,0,0,0,0,0,0,0,0
C16H26O8S1,0,0,0,0,0,0,0,0,0,0
C16H26O8S1N1P1,0,0,0,0,0,0,0,0,0,0
C16H26O9N1P1,0,0,0,0,0,0,0,0,0,0
C16H26O9N2,0,0,0,0,0,0,0,0,0,0
C16H26O9S1,0,0,0,0,0,0,0,0,0,0
C16H27O10S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H27O11S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H27O12P1,0,1,0,0,0,0,0,0,0,0
C16H27O12S1N2P1,0,0,0,0,0,0,0,0,0,0
C16H27O12S2P1,0,0,0,0,0,0,0,0,0,0
C16H27O13N1,0,0,0,0,0,0,0,0,0,0
C16H27O13P1,0,0,0,1,0,0,0,0,1,0
C16H27O13S1N2P1,0,0,0,0,0,0,0,0,0,0
C16H27O13S2P1,0,0,0,0,0,0,0,0,0,0
C16H27O14P1,0,0,0,1,0,0,0,0,1,0
C16H27O14S1N2P1,0,0,0,0,0,0,0,0,0,0
C16H27O14S2P1,0,0,0,0,0,0,0,0,0,0
C16H27O15P1,0,0,0,1,0,0,0,0,1,0
C16H27O15S1N2P1,0,0,0,0,0,0,0,0,0,0
C16H27O16P1,0,0,0,1,0,0,0,0,1,0
C16H27O17N1,0,0,0,0,0,0,0,0,0,0
C16H27O17P1,0,0,0,1,0,0,0,0,1,0
C16H27O18N1,0,0,0,0,0,0,0,0,0,0
C16H27O18P1,0,0,0,1,0,0,0,0,0,0
C16H27O18S2P1,0,0,0,0,0,0,0,0,0,0
C16H27O3S2N1,0,0,0,0,0,0,0,0,0,1
C16H27O4N3,0,0,0,0,0,0,0,0,0,0
C16H27O4S2N1,0,0,0,0,0,0,0,0,0,0
C16H27O4S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H27O5N1,0,0,0,1,0,0,0,0,0,0
C16H27O5N3,0,0,0,0,0,0,0,0,0,0
C16H27O5P1,0,0,1,0,0,0,0,0,0,0
C16H27O5S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H27O6N1,0,0,0,0,0,0,0,0,0,0
C16H27O6N3,0,0,0,1,1,0,0,0,0,1
C16H27O6S1N1,0,0,0,0,0,0,0,0,0,1
C16H27O6S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H27O7N2P1,0,0,0,0,0,0,0,0,0,0
C16H27O7N3,0,0,0,1,0,0,0,0,0,0
C16H27O7S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H27O8N3,1,0,0,1,0,1,1,0,0,1
C16H27O8S1N3,0,0,0,0,0,0,0,0,0,0
C16H27O8S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H27O9N3,0,0,0,0,0,0,0,0,0,0
C16H27O9S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H28O10,1,0,0,1,0,0,0,0,0,0
C16H28O10N1P1,0,0,0,0,0,0,0,0,0,0
C16H28O10S1,0,0,0,0,0,0,0,0,0,0
C16H28O11,0,0,0,0,0,0,0,0,0,0
C16H28O11N1P1,0,0,0,0,0,0,0,0,0,0
C16H28O11N2,0,0,0,0,0,0,0,0,0,0
C16H28O11S1,0,0,0,0,0,0,0,0,0,0
C16H28O12,0,0,0,0,0,0,0,0,0,0
C16H28O12N1P1,1,0,0,0,0,0,0,0,0,0
C16H28O12N2,0,0,0,0,0,0,0,0,0,0
C16H28O13,0,0,0,0,0,0,0,0,0,0
C16H28O13N2,0,0,0,0,0,0,0,0,0,0
C16H28O13S2N2,0,0,0,0,0,0,0,0,0,0
C16H28O15S2N2,0,0,0,0,0,0,0,0,0,0
C16H28O17S2N1P1,0,0,0,0,0,0,0,0,0,0
C16H28O19N1P1,0,0,0,0,0,0,0,0,0,0
C16H28O19S2,0,0,0,0,0,0,0,0,0,0
C16H28O19S2N2,0,0,0,0,0,0,0,0,0,0
C16H28O5N2,0,0,0,0,0,0,0,0,0,0
C16H28O6N1P1,0,0,0,0,0,0,0,0,0,0
C16H28O6N2,0,0,0,0,0,0,0,0,0,0
C16H28O6S1,0,0,0,0,0,0,0,0,0,0
C16H28O7N1P1,0,0,0,0,0,0,0,0,0,0
C16H28O7N2,0,0,0,0,0,0,0,0,0,0
C16H28O7S1,0,0,0,0,0,0,0,0,0,0
C16H28O8N1P1,0,0,0,0,0,0,0,0,0,0
C16H28O8N2,0,0,0,0,0,0,0,0,0,0
C16H28O8S1,0,0,0,0,0,0,0,0,0,0
C16H28O9N1P1,1,0,0,0,0,0,0,0,0,0
C16H28O9N2,0,0,0,0,0,0,0,0,0,0
C16H28O9N3P1,0,0,0,0,0,0,0,0,0,0
C16H28O9S1,0,0,0,0,0,0,0,0,0,0
C16H28O9S2N3P1,1,0,0,1,0,1,0,0,0,0
C16H29O10S1N1,0,0,0,0,0,0,0,0,0,0
C16H29O10S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H29O11N2P1,0,0,0,0,0,0,0,0,0,0
C16H29O11S1N2P1,0,0,0,0,0,0,0,0,0,0
C16H29O12P1,0,0,0,0,0,0,0,0,0,0
C16H29O12S1N2P1,0,0,0,0,0,0,0,0,0,0
C16H29O13N1,0,0,0,0,0,0,0,0,0,0
C16H29O13P1,0,0,0,1,0,0,0,0,1,0
C16H29O13S1N2P1,0,0,0,0,0,0,0,0,0,0
C16H29O13S2P1,0,0,0,0,0,0,0,0,0,0
C16H29O14N2P1,0,0,0,0,0,0,0,0,0,0
C16H29O14P1,0,0,0,1,0,0,0,0,1,0
C16H29O14S2P1,0,0,0,0,0,0,0,0,0,0
C16H29O15P1,0,0,0,1,0,0,0,0,1,0
C16H29O15S1N1,0,0,0,0,0,0,0,0,0,0
C16H29O15S2P1,0,0,0,0,0,0,0,0,0,0
C16H29O16P1,0,0,0,1,0,0,0,0,1,0
C16H29O17P1,0,0,0,0,0,0,0,0,0,0
C16H29O17S2P1,0,0,0,0,0,0,0,0,0,0
C16H29O18N1,0,0,0,0,0,0,0,0,0,0
C16H29O18S2P1,0,0,0,0,0,0,0,0,0,0
C16H29O19S2P1,0,0,0,0,0,0,0,0,0,0
C16H29O4N1,0,0,0,0,0,0,0,0,0,0
C16H29O4N3,0,1,0,1,1,0,0,0,0,1
C16H29O4S1N3,0,0,0,0,0,0,0,0,0,0
C16H29O4S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H29O5N1,0,0,0,0,0,0,0,0,0,0
C16H29O5S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H29O6N1,0,0,0,0,0,0,0,0,0,0
C16H29O6N2P1,0,0,0,0,1,0,0,0,0,0
C16H29O6N3,0,1,1,1,1,1,1,0,0,1
C16H29O6S1N3,0,0,0,0,0,0,0,0,0,0
C16H29O6S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H29O7N1,0,0,0,0,0,0,0,0,0,0
C16H29O7N3,0,0,0,0,0,0,0,0,0,0
C16H29O7S1N3,0,0,0,0,0,0,0,0,0,0
C16H29O7S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H29O7S2N3,0,0,0,0,0,0,0,0,0,0
C16H29O8S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H29O9S1N1,0,0,0,0,0,0,0,0,0,0
C16H29O9S2N2P1,0,0,0,0,0,0,0,0,0,0
C16H30O10N1P1,1,0,0,1,0,0,0,0,0,0
C16H30O10S1,0,0,0,0,0,0,0,0,0,0
C16H30O10S2N3P1,0,0,0,0,0,0,0,0,0,0
C16H30O11N1P1,1,0,0,1,0,0,0,0,0,0
C16H30O11S1,0,0,0,0,0,0,0,0,0,0
C16H30O12N1P1,1,0,0,1,0,0,0,0,0,0
C16H30O13N2,0,0,0,0,0,0,0,0,0,0
C16H30O13S2N1P1,0,0,0,0,0,0,0,0,0,0
C16H30O17N1P1,0,0,0,0,0,0,0,0,0,0
C16H30O17S2N1P1,0,0,0,0,0,0,0,0,0,0
