Entry_Name,SaPS(WT),SaPS(S/Y_Phos),Category
CEP43_HUMAN,0.765649557113647,0.82185143,Increased
FMR1_HUMAN,0.765244722366333,0.79324526,Increased
CRML_HUMAN,0.765141248703002,0.77090603,Increased
VOPP1_HUMAN,0.764951288700103,0.7649513,Increased
ASH1L_HUMAN,0.764704525470733,0.74998313,Decreased
K1C15_HUMAN,0.764698088169097,0.72434765,Decreased
AHDC1_HUMAN,0.764595389366149,0.7379286,Decreased
CUX2_HUMAN,0.764586687088012,0.7957152,Increased
NCK5L_HUMAN,0.764436423778533,0.7758215,Increased
BRD9_HUMAN,0.764235734939575,0.74580365,Decreased
VCF1_HUMAN,0.763853311538696,0.77108616,Increased
RMXL3_HUMAN,0.763768970966339,0.78737956,Increased
SP100_HUMAN,0.763713061809539,0.8420946,Increased
PHRF1_HUMAN,0.763633787631988,0.7860669,Increased
ZC3H8_HUMAN,0.763482093811035,0.7173788,Decreased
RHG21_HUMAN,0.76311182975769,0.7911221,Increased
SWAHC_HUMAN,0.763101816177368,0.7446266,Decreased
CE162_HUMAN,0.76255577802658,0.7960943,Increased
K2C6B_HUMAN,0.762422800064086,0.7606942,Decreased
IRX2_HUMAN,0.76238876581192,0.6604087,Decreased
CEBPA_HUMAN,0.762178063392639,0.7741265,Increased
CENPB_HUMAN,0.762026309967041,0.75798184,Decreased
PLEC_HUMAN,0.761952638626098,0.73331195,Decreased
IF4H_HUMAN,0.761747002601623,0.7474071,Decreased
DNJB2_HUMAN,0.76152229309082,0.75647146,Decreased
NR1D1_HUMAN,0.760803818702697,0.7182634,Decreased
ZMAT2_HUMAN,0.760741531848907,0.76074153,Decreased
DSPP_HUMAN,0.760720551013946,0.74222654,Decreased
HMGB3_HUMAN,0.760718345642089,0.8026058,Increased
NUP62_HUMAN,0.760709643363952,0.76070964,Decreased
MYH8_HUMAN,0.760534763336181,0.76053476,Decreased
RB15B_HUMAN,0.760331690311431,0.765608,Increased
CE170_HUMAN,0.760202884674072,0.74854505,Decreased
TMM40_HUMAN,0.760147213935852,0.68384135,Decreased
THOC2_HUMAN,0.760053932666778,0.7496574,Decreased
BRD7_HUMAN,0.759669423103332,0.7604949,Increased
DESP_HUMAN,0.759270310401916,0.6210232,Decreased
SNR27_HUMAN,0.759117484092712,0.8229469,Increased
EFHD2_HUMAN,0.759116053581237,0.63476866,Decreased
RAB44_HUMAN,0.759109675884246,0.761794,Increased
PBIP1_HUMAN,0.758894264698028,0.7615412,Increased
CMGA_HUMAN,0.758880257606506,0.80189264,Increased
K2C75_HUMAN,0.758835434913635,0.7384399,Decreased
FGD5_HUMAN,0.758712589740753,0.68181485,Decreased
CC85C_HUMAN,0.758584380149841,0.60566723,Decreased
DMWD_HUMAN,0.758449494838714,0.8354433,Increased
P66B_HUMAN,0.758411049842834,0.7328101,Decreased
TAF1L_HUMAN,0.758280098438262,0.7582801,Increased
STYL2_HUMAN,0.757997214794158,0.7932497,Increased
PALMD_HUMAN,0.757972300052642,0.66776,Decreased
DLX5_HUMAN,0.75784432888031,0.51056355,Decreased
S23IP_HUMAN,0.757755935192108,0.8591145,Increased
RNPS1_HUMAN,0.757675945758819,0.6746128,Decreased
ADNP_HUMAN,0.757393956184387,0.69020975,Decreased
R10B2_HUMAN,0.757213950157165,0.7550222,Decreased
EGLN1_HUMAN,0.757143199443817,0.6179444,Decreased
K2C6A_HUMAN,0.757060885429382,0.7483116,Decreased
MEPCE_HUMAN,0.756961226463317,0.7654231,Increased
FOXN4_HUMAN,0.756863474845886,0.7688494,Increased
BEND4_HUMAN,0.756730377674102,0.71557385,Decreased
RMXL1_HUMAN,0.75655972957611,0.6673001,Decreased
F168B_HUMAN,0.756172120571136,0.6137358,Decreased
HMGN5_HUMAN,0.756137013435363,0.6519891,Decreased
K2C5_HUMAN,0.756095767021179,0.8130412,Increased
K2C79_HUMAN,0.755951941013336,0.53895265,Decreased
SRS10_HUMAN,0.755935609340667,0.6298324,Decreased
WIPF1_HUMAN,0.755902647972106,0.7078536,Decreased
SATL1_HUMAN,0.755653858184814,0.75503,Decreased
SYNEM_HUMAN,0.755340099334716,0.61859494,Decreased
H14_HUMAN,0.755322813987731,0.85852545,Increased
N42L2_HUMAN,0.755242943763732,0.75524294,Decreased
TMCC2_HUMAN,0.754931569099426,0.7166427,Decreased
XIRP2_HUMAN,0.754809260368347,0.76379645,Increased
SNUT1_HUMAN,0.754587471485137,0.6679275,Decreased
CK096_HUMAN,0.754443764686584,0.84069216,Increased
KMT5B_HUMAN,0.75439965724945,0.76179844,Increased
H10_HUMAN,0.754249393939971,0.76846045,Increased
KPRP_HUMAN,0.754165589809417,0.7541656,Increased
SON_HUMAN,0.754092335700988,0.8236599,Increased
CO9A2_HUMAN,0.75334745645523,0.75334746,Increased
SRRM5_HUMAN,0.753184676170349,0.7458905,Decreased
LPP_HUMAN,0.752918422222137,0.34341243,Crossed down
MDM1_HUMAN,0.752850651741027,0.7475683,Decreased
PER3_HUMAN,0.752774834632873,0.70756394,Decreased
NUSAP_HUMAN,0.752698302268981,0.6113246,Decreased
CRNN_HUMAN,0.752310276031494,0.7517894,Decreased
MRTFA_HUMAN,0.752254128456115,0.68908644,Decreased
PO2F2_HUMAN,0.751983523368835,0.7077844,Decreased
SLAI1_HUMAN,0.751766860485076,0.6021451,Decreased
GATD1_HUMAN,0.751574039459228,0.71628237,Decreased
SHOX2_HUMAN,0.751033425331115,0.83561534,Increased
PTN11_HUMAN,0.750925719738006,0.72133136,Decreased
K1C14_HUMAN,0.75088346004486,0.73338443,Decreased
LC7L3_HUMAN,0.75059688091278,0.75736773,Increased
GLI1_HUMAN,0.75055718421936,0.76449174,Increased
HCLS1_HUMAN,0.750538229942321,0.69932735,Decreased
CDV3_HUMAN,0.750499725341796,0.6547152,Decreased
KCNN3_HUMAN,0.750446617603302,0.73577315,Decreased
MOES_HUMAN,0.749989509582519,0.7745936,Increased
KANL1_HUMAN,0.749772608280181,0.42799348,Crossed down
CO6A5_HUMAN,0.749466121196746,0.8009697,Increased
ARHGB_HUMAN,0.749302923679351,0.6400328,Decreased
TF7L1_HUMAN,0.7490975856781,0.7697011,Increased
ZN865_HUMAN,0.749025642871856,0.63137573,Decreased
SRSF5_HUMAN,0.748882472515106,0.85507584,Increased
SARAF_HUMAN,0.748882472515106,0.7995075,Increased
RNF12_HUMAN,0.748751521110534,0.78740627,Increased
ABRA_HUMAN,0.74857223033905,0.7707735,Increased
TTBK2_HUMAN,0.748513638973236,0.6960381,Decreased
SPT2_HUMAN,0.74843543767929,0.7819724,Increased
KHDR2_HUMAN,0.748273372650146,0.766493,Increased
4ET_HUMAN,0.748069882392883,0.7360923,Decreased
COLQ_HUMAN,0.748059868812561,0.7883864,Increased
DACT1_HUMAN,0.748036742210388,0.80735445,Increased
LS14A_HUMAN,0.747962594032287,0.7603514,Increased
PCNP_HUMAN,0.747919857501983,0.8334738,Increased
SC16A_HUMAN,0.747527956962585,0.7634885,Increased
RING1_HUMAN,0.747272968292236,0.69650817,Decreased
FILA_HUMAN,0.747032046318054,0.78558004,Increased
OSB10_HUMAN,0.746915459632873,0.47256604,Crossed down
CO4A5_HUMAN,0.746743559837341,0.75340354,Increased
MLF1_HUMAN,0.746626675128936,0.7466267,Increased
GLIS3_HUMAN,0.746512651443481,0.7092761,Decreased
SET1B_HUMAN,0.746412873268127,0.68057275,Decreased
TAF1_HUMAN,0.746317446231842,0.74733055,Increased
TPPP3_HUMAN,0.746267795562744,0.66385996,Decreased
CRBG3_HUMAN,0.745967090129852,0.7645421,Increased
CCD61_HUMAN,0.745908617973327,0.6741426,Decreased
CWC22_HUMAN,0.745697140693664,0.7684361,Increased
DLX3_HUMAN,0.745610356330871,0.5777577,Decreased
INVS_HUMAN,0.745283961296081,0.77130246,Increased
CFDP1_HUMAN,0.745139598846435,0.7326821,Decreased
F133B_HUMAN,0.744961082935333,0.6880397,Decreased
GPTC1_HUMAN,0.744939923286438,0.72817576,Decreased
SWAHB_HUMAN,0.744911730289459,0.710883,Decreased
CO5A2_HUMAN,0.744787633419036,0.74478763,Decreased
WNK3_HUMAN,0.744621396064758,0.73474586,Decreased
K1C13_HUMAN,0.74455726146698,0.7439058,Decreased
STAM2_HUMAN,0.744503080844879,0.7520014,Increased
ZCH14_HUMAN,0.744500577449798,0.7625863,Increased
KIF1C_HUMAN,0.744138598442077,0.70266384,Decreased
SOX10_HUMAN,0.744080185890197,0.7637285,Increased
LIMA1_HUMAN,0.743935704231262,0.8024815,Increased
PIP30_HUMAN,0.743816018104553,0.72746104,Decreased
VASP_HUMAN,0.743772804737091,0.79615074,Increased
SUGP1_HUMAN,0.743630647659301,0.8037634,Increased
RIMS1_HUMAN,0.743528068065643,0.7387374,Decreased
SLF2_HUMAN,0.743359923362731,0.6659945,Decreased
TWST1_HUMAN,0.743167042732238,0.8370802,Increased
MEF2C_HUMAN,0.743117153644561,0.43398196,Crossed down
DDX27_HUMAN,0.743016123771667,0.682929,Decreased
HDGF_HUMAN,0.742670178413391,0.8103425,Increased
SHE_HUMAN,0.742511868476867,0.7705363,Increased
LCA5_HUMAN,0.742448270320892,0.75499094,Increased
CE350_HUMAN,0.742423713207244,0.74355114,Increased
RUSC2_HUMAN,0.742120862007141,0.7184449,Decreased
RADI_HUMAN,0.741985321044921,0.74213946,Increased
CNN3_HUMAN,0.741879940032959,0.49934125,Crossed down
HXA1_HUMAN,0.741436839103698,0.7573315,Increased
BUD13_HUMAN,0.741353154182434,0.6979761,Decreased
MARHA_HUMAN,0.741105258464813,0.74173546,Increased
TLK1_HUMAN,0.741016209125518,0.68743217,Decreased
CAVN4_HUMAN,0.740783095359802,0.7439486,Increased
LTV1_HUMAN,0.740692853927612,0.7559993,Increased
NADAP_HUMAN,0.740680277347564,0.7430089,Increased
PHIP_HUMAN,0.740572035312652,0.6518071,Decreased
ES8L1_HUMAN,0.740370869636535,0.5806998,Decreased
RIMS2_HUMAN,0.740272283554077,0.7789584,Increased
TUSC1_HUMAN,0.740220189094543,0.7402202,Increased
KRBA1_HUMAN,0.740206658840179,0.6570262,Decreased
TOX4_HUMAN,0.739862918853759,0.7567017,Increased
SATB1_HUMAN,0.739710927009582,0.7393218,Decreased
CENPU_HUMAN,0.739614605903625,0.744833,Increased
MAP2_HUMAN,0.739428877830505,0.71159405,Decreased
BAZ2A_HUMAN,0.739018738269805,0.7267351,Decreased
TNNT3_HUMAN,0.738910317420959,0.6317991,Decreased
ITF2_HUMAN,0.738713920116424,0.7632736,Increased
CTAG2_HUMAN,0.738451659679412,0.7348193,Decreased
GOLM2_HUMAN,0.738433957099914,0.8358781,Increased
SEPT6_HUMAN,0.738247036933898,0.7229662,Decreased
SALL1_HUMAN,0.738208532333374,0.5675162,Decreased
SNRK_HUMAN,0.738198459148407,0.69456995,Decreased
ARFG1_HUMAN,0.738069951534271,0.77846545,Increased
PF21A_HUMAN,0.737983882427215,0.56035364,Decreased
RFX4_HUMAN,0.737639307975769,0.5828678,Decreased
DAZ2_HUMAN,0.737578213214874,0.7458252,Increased
GPTC4_HUMAN,0.737549185752868,0.704913,Decreased
NFIA_HUMAN,0.737297534942627,0.5932661,Decreased
DDX10_HUMAN,0.73721706867218,0.804584,Increased
HTSF1_HUMAN,0.737057089805603,0.73127115,Decreased
LDB3_HUMAN,0.737002611160278,0.7384167,Increased
SURF6_HUMAN,0.736720263957977,0.7899674,Increased
JKIP2_HUMAN,0.736651122570037,0.7366511,Decreased
MYH11_HUMAN,0.736495792865753,0.77515113,Increased
ERF_HUMAN,0.736398220062255,0.79345596,Increased
TCAL3_HUMAN,0.736158370971679,0.70626104,Decreased
TM209_HUMAN,0.735971450805664,0.71546394,Decreased
PHF2_HUMAN,0.73586094379425,0.7401251,Increased
HXA10_HUMAN,0.735846996307373,0.7399751,Increased
RL29_HUMAN,0.735785841941833,0.7648059,Increased
MAFA_HUMAN,0.735756516456604,0.70187575,Decreased
CING_HUMAN,0.735726952552795,0.7320702,Decreased
PSD3_HUMAN,0.735708832740783,0.64030004,Decreased
CRACD_HUMAN,0.735622286796569,0.6896815,Decreased
ASPH_HUMAN,0.73520141839981,0.69594586,Decreased
OTUD3_HUMAN,0.735005974769592,0.6977682,Decreased
PPIG_HUMAN,0.73490822315216,0.73296463,Decreased
IF2P_HUMAN,0.734757244586944,0.7504232,Increased
UBFL1_HUMAN,0.734655261039733,0.72464705,Decreased
HABP4_HUMAN,0.734591722488403,0.65922207,Decreased
ZN746_HUMAN,0.734544932842254,0.74244785,Increased
IWS1_HUMAN,0.734446287155151,0.72507316,Decreased
RL4_HUMAN,0.734376192092895,0.8098343,Increased
H1T_HUMAN,0.734364807605743,0.57797825,Decreased
RENT2_HUMAN,0.734040021896362,0.72584254,Decreased
DVL2_HUMAN,0.733979105949401,0.76423204,Increased
SPE39_HUMAN,0.733632385730743,0.50145423,Decreased
ONEC2_HUMAN,0.733606219291687,0.7272694,Decreased
MFAP1_HUMAN,0.733587384223938,0.65744126,Decreased
ZFHX2_HUMAN,0.733529210090637,0.7335292,Decreased
E41LA_HUMAN,0.733447134494781,0.7876916,Increased
MEPE_HUMAN,0.733031868934631,0.73076284,Decreased
RP9_HUMAN,0.732967555522918,0.72196496,Decreased
HMGB2_HUMAN,0.732682108879089,0.6373092,Decreased
YBOX3_HUMAN,0.732488751411438,0.7673167,Increased
ASAP1_HUMAN,0.732386946678161,0.594874,Decreased
PRR13_HUMAN,0.732141554355621,0.7581056,Increased
CCDC8_HUMAN,0.73191088438034,0.76084405,Increased
GNL3_HUMAN,0.731897413730621,0.6782904,Decreased
QRIC2_HUMAN,0.731894135475158,0.72676337,Decreased
RHG12_HUMAN,0.731815457344055,0.72387546,Decreased
SP16H_HUMAN,0.731790900230407,0.7310788,Decreased
SCRT1_HUMAN,0.731782555580139,0.79288936,Increased
MYH7_HUMAN,0.731560230255127,0.73156023,Decreased
NOL12_HUMAN,0.73133385181427,0.5241919,Decreased
ZBTB5_HUMAN,0.731057345867157,0.6738602,Decreased
SPF45_HUMAN,0.730999827384948,0.74686927,Increased
CAVN1_HUMAN,0.730998158454895,0.7492944,Increased
PBX2_HUMAN,0.730927944183349,0.73768,Increased
PP14C_HUMAN,0.730863571166992,0.559501,Decreased
IRS1_HUMAN,0.730825066566467,0.7659901,Increased
NELFE_HUMAN,0.730746448040008,0.83772534,Increased
KLC1_HUMAN,0.730600953102111,0.73519975,Increased
FMN1_HUMAN,0.730510592460632,0.7391572,Increased
ZN469_HUMAN,0.730244398117065,0.7311114,Increased
RU17_HUMAN,0.729883313179016,0.6958915,Decreased
SP20H_HUMAN,0.729861497879028,0.7318401,Increased
CP078_HUMAN,0.7297283411026,0.76664346,Increased
PRAG1_HUMAN,0.729530751705169,0.65819186,Decreased
REL_HUMAN,0.729439139366149,0.62209964,Decreased
HXC13_HUMAN,0.72936600446701,0.689808,Decreased
HXC8_HUMAN,0.729241728782653,0.73115796,Increased
NEB2_HUMAN,0.729140043258667,0.64260566,Decreased
SHRM2_HUMAN,0.729050159454345,0.6590679,Decreased
WBP4_HUMAN,0.728922724723815,0.7100105,Decreased
SREK1_HUMAN,0.728896021842956,0.7510969,Increased
RBM20_HUMAN,0.728053092956543,0.8048313,Increased
OTU7B_HUMAN,0.727908492088317,0.7805615,Increased
K2C8_HUMAN,0.727889895439148,0.80868876,Increased
IRX5_HUMAN,0.727770864963531,0.71604764,Decreased
SPXN2_HUMAN,0.727639555931091,0.6658972,Decreased
SCAF8_HUMAN,0.727135300636291,0.7281843,Increased
CABP1_HUMAN,0.727071285247802,0.65117794,Decreased
CG057_HUMAN,0.727016806602478,0.55459523,Decreased
DOT1L_HUMAN,0.72674012184143,0.74381816,Increased
COJA1_HUMAN,0.726718664169311,0.6796011,Decreased
H18_HUMAN,0.726350426673889,0.69913584,Decreased
CC174_HUMAN,0.726276338100433,0.60039693,Decreased
SRSF6_HUMAN,0.725851893424987,0.7757561,Increased
SCG2_HUMAN,0.725844740867614,0.71436065,Decreased
F10C1_HUMAN,0.725836932659149,0.75311124,Increased
GPBP1_HUMAN,0.72573983669281,0.7344111,Increased
ZN281_HUMAN,0.725569546222686,0.6800254,Decreased
JHY_HUMAN,0.725167274475097,0.730075,Increased
RFIP1_HUMAN,0.725110173225402,0.66962373,Decreased
COOA1_HUMAN,0.724928855895996,0.7505386,Increased
RERE_HUMAN,0.724743962287902,0.724308,Decreased
DMRT1_HUMAN,0.724618911743164,0.66241443,Decreased
XPC_HUMAN,0.724493503570556,0.80927956,Increased
REN3A_HUMAN,0.72437971830368,0.73151857,Increased
ASXL2_HUMAN,0.72435462474823,0.6187409,Decreased
CC140_HUMAN,0.724218904972076,0.71401465,Decreased
AMRA1_HUMAN,0.723776400089263,0.7614747,Increased
CSRN3_HUMAN,0.723466992378234,0.5629007,Decreased
ASH2L_HUMAN,0.723358511924743,0.733212,Increased
TRNP1_HUMAN,0.723097264766693,0.68172646,Decreased
HNRPL_HUMAN,0.723076403141021,0.7075276,Decreased
HECD1_HUMAN,0.722858369350433,0.5069761,Decreased
CAPS1_HUMAN,0.722735285758972,0.6788685,Decreased
FA83A_HUMAN,0.722682416439056,0.20427771,Crossed down
UNKL_HUMAN,0.722648739814758,0.6054333,Decreased
CTDP1_HUMAN,0.722569108009338,0.6670045,Decreased
VASH1_HUMAN,0.722544312477111,0.74036175,Increased
SRCH_HUMAN,0.722452044486999,0.7025565,Decreased
M3K12_HUMAN,0.722260475158691,0.786917,Increased
NKX24_HUMAN,0.722249388694763,0.739522,Increased
CD2AP_HUMAN,0.721951842308044,0.7808867,Increased
RSF1_HUMAN,0.721890568733215,0.69812065,Decreased
RAMAC_HUMAN,0.721679627895355,0.5676294,Decreased
LRRF1_HUMAN,0.721673130989074,0.7446486,Increased
DEND_HUMAN,0.721441686153411,0.76392263,Increased
CTIF_HUMAN,0.721279621124267,0.5728725,Decreased
SAMN1_HUMAN,0.721107959747314,0.76813346,Increased
DVL3_HUMAN,0.721105813980102,0.6673297,Decreased
DLX1_HUMAN,0.720965504646301,0.6738306,Decreased
IRX4_HUMAN,0.720772385597229,0.7143013,Decreased
ACINU_HUMAN,0.720315337181091,0.64693475,Decreased
LUR1L_HUMAN,0.72028636932373,0.7174784,Decreased
SETD5_HUMAN,0.720283329486846,0.7867262,Increased
DGCR8_HUMAN,0.720242917537689,0.58341783,Decreased
QRIC1_HUMAN,0.720115721225738,0.7136452,Decreased
DNJC8_HUMAN,0.720055937767028,0.6753637,Decreased
RBM23_HUMAN,0.719995141029357,0.7771983,Increased
MAGD1_HUMAN,0.719945669174194,0.7411757,Increased
PASD1_HUMAN,0.719932496547699,0.69478476,Decreased
HNRPF_HUMAN,0.719878196716308,0.5742793,Decreased
ANTR1_HUMAN,0.719790399074554,0.71537614,Decreased
NOM1_HUMAN,0.719751238822937,0.7607882,Increased
CCPG1_HUMAN,0.719546318054199,0.6762757,Decreased
ZEB2_HUMAN,0.719432950019836,0.7344854,Increased
RSBNL_HUMAN,0.719414293766021,0.7258535,Increased
K2C6C_HUMAN,0.719315946102142,0.7521285,Increased
NOL10_HUMAN,0.718795001506805,0.57999504,Decreased
PER1_HUMAN,0.718715071678161,0.7156249,Decreased
PTN21_HUMAN,0.718681931495666,0.71409947,Decreased
LSM11_HUMAN,0.718649625778198,0.7568294,Increased
ARI4B_HUMAN,0.718597650527954,0.71859765,Decreased
SET1A_HUMAN,0.71858149766922,0.7267086,Increased
SPXN3_HUMAN,0.718358695507049,0.77929544,Increased
OSBP1_HUMAN,0.718193709850311,0.81310207,Increased
CTCF_HUMAN,0.71790337562561,0.5800825,Decreased
SRRM4_HUMAN,0.717854499816894,0.6649226,Decreased
FBSL_HUMAN,0.717809855937957,0.58212274,Decreased
HXD9_HUMAN,0.717805624008178,0.7905637,Increased
ARI3B_HUMAN,0.717462658882141,0.6667128,Decreased
EPN2_HUMAN,0.717407763004303,0.68424314,Decreased
DVL1_HUMAN,0.717340350151062,0.75761056,Increased
SRSF2_HUMAN,0.71698373556137,0.7292557,Increased
RFOX3_HUMAN,0.716917932033538,0.7110785,Decreased
SYNP2_HUMAN,0.71679812669754,0.66804755,Decreased
RMXL2_HUMAN,0.716662526130676,0.74938905,Increased
PLCH1_HUMAN,0.716619491577148,0.7039946,Decreased
ZIC1_HUMAN,0.716384589672088,0.69509715,Decreased
PRSR1_HUMAN,0.71638000011444,0.7144959,Decreased
SF3B2_HUMAN,0.71624219417572,0.6644338,Decreased
FA83H_HUMAN,0.716147601604461,0.7128992,Decreased
PKP4_HUMAN,0.716101229190826,0.56239396,Decreased
DHX36_HUMAN,0.71595811843872,0.5551548,Decreased
SFTPD_HUMAN,0.715911626815795,0.7336539,Increased
CI129_HUMAN,0.715788424015045,0.35914925,Crossed down
INO80_HUMAN,0.715721726417541,0.7524908,Increased
RSRP1_HUMAN,0.715594947338104,0.7361258,Increased
NYAP1_HUMAN,0.715510010719299,0.73206156,Increased
BC11B_HUMAN,0.715361475944519,0.54315275,Decreased
RBMS3_HUMAN,0.71534252166748,0.35554364,Crossed down
MACF1_HUMAN,0.715155184268951,0.5536095,Decreased
AJUBA_HUMAN,0.71512371301651,0.6963568,Decreased
CENPJ_HUMAN,0.715117335319519,0.6562457,Decreased
PAF1_HUMAN,0.715080082416534,0.68761504,Decreased
MBP_HUMAN,0.715047299861908,0.61242896,Decreased
SVIL_HUMAN,0.715019702911377,0.69737625,Decreased
CA052_HUMAN,0.71491402387619,0.7314113,Increased
CIR1_HUMAN,0.714753866195678,0.8112813,Increased
SAS6_HUMAN,0.714483976364135,0.73349035,Increased
RPC7_HUMAN,0.714401245117187,0.71068317,Decreased
SSX7_HUMAN,0.714151978492736,0.6980902,Decreased
CO4A6_HUMAN,0.714147627353668,0.74612415,Increased
TET3_HUMAN,0.714049339294433,0.71977174,Increased
IFIX_HUMAN,0.713892817497253,0.61036795,Decreased
SPD2B_HUMAN,0.713746786117553,0.76681787,Increased
PABP4_HUMAN,0.713697791099548,0.7183984,Increased
RNPC3_HUMAN,0.713621437549591,0.57940286,Decreased
STAR9_HUMAN,0.713365793228149,0.72805655,Increased
CPSF4_HUMAN,0.713357806205749,0.39501312,Crossed down
CO4A2_HUMAN,0.713241755962371,0.70153683,Decreased
LMX1B_HUMAN,0.713149309158325,0.6502584,Decreased
M3K13_HUMAN,0.713073313236236,0.7195704,Increased
NUCKS_HUMAN,0.712796211242675,0.6735676,Decreased
GPAM1_HUMAN,0.712641239166259,0.70065516,Decreased
LMO7_HUMAN,0.712609410285949,0.7723048,Increased
ISY1_HUMAN,0.712573945522308,0.72390884,Increased
MAST1_HUMAN,0.712545812129974,0.7223278,Increased
HIRP3_HUMAN,0.712530195713043,0.7210798,Increased
CO4A4_HUMAN,0.712522387504577,0.7102301,Decreased
SF3A2_HUMAN,0.71219927072525,0.66765404,Decreased
BORG4_HUMAN,0.712194085121154,0.69809234,Decreased
FXR1_HUMAN,0.712185740470886,0.834243,Increased
MGAP_HUMAN,0.712034881114959,0.80787545,Increased
AGFG2_HUMAN,0.711994051933288,0.7382052,Increased
NAV1_HUMAN,0.711391866207122,0.71570575,Increased
CD19_HUMAN,0.711327135562896,0.779099,Increased
TXLNA_HUMAN,0.711324453353881,0.6817918,Decreased
RABL6_HUMAN,0.711254000663757,0.7819973,Increased
SKT_HUMAN,0.711253762245178,0.7427678,Increased
ZEP2_HUMAN,0.711249828338623,0.7435374,Increased
COMA1_HUMAN,0.711130917072296,0.6723133,Decreased
E400N_HUMAN,0.711105644702911,0.5576905,Decreased
CO5A3_HUMAN,0.710881531238555,0.6707494,Decreased
DIAP3_HUMAN,0.710138082504272,0.6374971,Decreased
NOLC1_HUMAN,0.71013069152832,0.7452302,Increased
DZIP1_HUMAN,0.710097670555114,0.7282289,Increased
CNOT4_HUMAN,0.709970831871032,0.53868747,Decreased
PRP4K_HUMAN,0.709624707698822,0.7415205,Increased
SI1L2_HUMAN,0.709117233753204,0.729324,Increased
DCAF5_HUMAN,0.709075570106506,0.7838166,Increased
TPPP_HUMAN,0.708928346633911,0.72121567,Increased
TSYL5_HUMAN,0.708836555480957,0.77069294,Increased
HIPK3_HUMAN,0.708642601966857,0.70180124,Decreased
PCX1_HUMAN,0.708376824855804,0.66710687,Decreased
ZIC3_HUMAN,0.708344161510467,0.6330698,Decreased
RBM22_HUMAN,0.708231270313262,0.5893227,Decreased
ZN513_HUMAN,0.708185315132141,0.7267238,Increased
ZN697_HUMAN,0.707971453666687,0.72292256,Increased
GOLM1_HUMAN,0.707968354225158,0.8311163,Increased
CYLC2_HUMAN,0.70769327878952,0.67844677,Decreased
ODAD3_HUMAN,0.707440435886383,0.68470234,Decreased
KATIP_HUMAN,0.707348465919494,0.6366191,Decreased
TRI29_HUMAN,0.707324862480163,0.7766639,Increased
FBXW7_HUMAN,0.707027077674865,0.7501885,Increased
AFF3_HUMAN,0.706997752189636,0.73459476,Increased
MRE11_HUMAN,0.706756591796875,0.65505636,Decreased
T200C_HUMAN,0.706692636013031,0.692369,Decreased
CAF1A_HUMAN,0.706215262413024,0.7435268,Increased
HECW1_HUMAN,0.706204235553741,0.5930079,Decreased
NKX61_HUMAN,0.70618987083435,0.66502357,Decreased
CD054_HUMAN,0.706050217151641,0.7382003,Increased
CACO1_HUMAN,0.706041812896728,0.63177264,Decreased
ZDH18_HUMAN,0.706029713153839,0.10791836,Crossed down
CUX1_HUMAN,0.705642998218536,0.7270049,Increased
PRP16_HUMAN,0.705463767051696,0.74795765,Increased
ANKH1_HUMAN,0.705453395843505,0.74385405,Increased
DVLP1_HUMAN,0.705304265022277,0.75079614,Increased
LMNB2_HUMAN,0.705294370651245,0.6563033,Decreased
NEXN_HUMAN,0.704973876476287,0.7049739,Increased
REST_HUMAN,0.704940974712371,0.7062188,Increased
CQ082_HUMAN,0.704594016075134,0.67239505,Decreased
LBX1_HUMAN,0.704366266727447,0.38174203,Crossed down
MED19_HUMAN,0.704023003578186,0.67068017,Decreased
RBM8A_HUMAN,0.7039475440979,0.6716544,Decreased
AT7L3_HUMAN,0.703685224056243,0.8255736,Increased
COFA1_HUMAN,0.703649044036865,0.70364904,Decreased
MTSS1_HUMAN,0.70347511768341,0.47118807,Crossed down
AN32E_HUMAN,0.70340746641159,0.702751,Decreased
EMSY_HUMAN,0.703297674655914,0.7423877,Increased
PPIL2_HUMAN,0.703251600265502,0.5715266,Decreased
RHG44_HUMAN,0.702949166297912,0.6939067,Decreased
HDGR2_HUMAN,0.702830076217651,0.71704453,Increased
CO7A1_HUMAN,0.702770948410034,0.70131516,Decreased
WWC2_HUMAN,0.702244400978088,0.7905574,Increased
TCAL4_HUMAN,0.702163696289062,0.73514974,Increased
3BP5L_HUMAN,0.701995968818664,0.8657565,Increased
MYH10_HUMAN,0.701878011226654,0.7465596,Increased
FYB2_HUMAN,0.701874136924743,0.72047573,Increased
TENS2_HUMAN,0.701863467693328,0.5391363,Decreased
K1210_HUMAN,0.701611816883087,0.7521767,Increased
ROBO2_HUMAN,0.701553702354431,0.6109259,Decreased
CSPP1_HUMAN,0.70150077342987,0.7015008,Increased
CHD4_HUMAN,0.701499342918396,0.69041294,Decreased
K2C74_HUMAN,0.701279819011688,0.70817125,Increased
REM2_HUMAN,0.701266169548034,0.5408009,Decreased
AN36A_HUMAN,0.701262652873992,0.7691343,Increased
GPKOW_HUMAN,0.700920581817627,0.68349093,Decreased
AKA12_HUMAN,0.700779497623443,0.7060248,Increased
MYH2_HUMAN,0.700716435909271,0.70071644,Increased
F157A_HUMAN,0.700652003288269,0.61072177,Decreased
EXPH5_HUMAN,0.700639128684997,0.7575251,Increased
HMMR_HUMAN,0.7006077170372,0.7069571,Increased
CC186_HUMAN,0.700401008129119,0.59316677,Decreased
