drug,cell_line_id,observed_ic50
CAPSAICIN,G401,6.55871
CAPSAICIN,HCC15,8.1703
CAPSAICIN,HCC33,4.5243
CAPSAICIN,HCC44,7.42052
CAPSAICIN,HEC151,7.04286
CAPSAICIN,HEC251,6.63471
CAPSAICIN,HEC265,5.7214
CAPSAICIN,HEC59,7.29409
CAPSAICIN,HEC6,6.31927
CAPSAICIN,HEPG2,10.1289
CAPSAICIN,HEYA8,7.27798
CAPSAICIN,HS852T,5.96732
CAPSAICIN,HS936T,9.03075
CAPSAICIN,HS944T,7.39132
CAPSAICIN,HSC2,6.19169
CAPSAICIN,HT,5.89602
CAPSAICIN,HT1080,8.72988
CAPSAICIN,HT1376,6.14044
CAPSAICIN,HT55,8.21563
CAPSAICIN,HUPT4,6.51825
CAPSAICIN,IGROV1,7.69483
CAPSAICIN,ISHIKAWAHERAKLIO02ER,6.02334
CAPSAICIN,JHH6,6.01698
CAPSAICIN,JHOC5,10.7585
CAPSAICIN,JHOM1,10.353
CAPSAICIN,JHOS4,6.72171
CAPSAICIN,KE97,5.19126
CAPSAICIN,KM12,7.60628
CAPSAICIN,KMBC2,7.00923
CAPSAICIN,KNS62,6.10746
CAPSAICIN,KP3,6.74048
CAPSAICIN,KU812,3.91575
CAPSAICIN,KYSE410,7.85164
CAPSAICIN,KYSE450,6.33558
CAPSAICIN,LCLC97TM1,6.46236
CAPSAICIN,LN229,8.65543
CAPSAICIN,LOVO,8.41724
CAPSAICIN,LP1,7.05338
CAPSAICIN,LS123,8.58349
CAPSAICIN,LS180,7.3171
CAPSAICIN,MC116,6.28293
CAPSAICIN,MCF7,6.6968
CAPSAICIN,MDST8,8.67321
CAPSAICIN,MFE319,7.52163
CAPSAICIN,MKN74,7.10772
CAPSAICIN,MSTO211H,6.60884
CAPSAICIN,NCIH1048,6.18401
CAPSAICIN,NCIH1299,7.66952
CAPSAICIN,NCIH1355,6.48459
CAPSAICIN,NCIH1437,6.61984
CAPSAICIN,NCIH1568,5.34443
CAPSAICIN,NCIH1573,6.57416
CAPSAICIN,NCIH1666,7.70615
CAPSAICIN,NCIH1694,5.63301
CAPSAICIN,NCIH1792,7.2469
CAPSAICIN,NCIH1836,6.9884
CAPSAICIN,NCIH1915,7.05449
CAPSAICIN,NCIH1944,6.91122
CAPSAICIN,NCIH1975,6.38654
CAPSAICIN,NCIH2009,6.42372
CAPSAICIN,NCIH2023,8.32679
CAPSAICIN,NCIH2030,8.04776
CAPSAICIN,NCIH2052,7.52506
CAPSAICIN,NCIH2110,9.70233
CAPSAICIN,NCIH2122,8.09943
CAPSAICIN,NCIH2172,9.04641
CAPSAICIN,NCIH2286,6.65623
CAPSAICIN,NCIH23,6.95583
CAPSAICIN,NCIH28,7.50327
CAPSAICIN,NCIH441,8.33914
CAPSAICIN,NCIH460,10.3009
CAPSAICIN,NCIH650,7.07831
CAPSAICIN,NCIH661,6.70349
CAPSAICIN,NCIH727,6.50478
CAPSAICIN,NCIH841,7.45672
CAPSAICIN,NOMO1,7.73681
CAPSAICIN,OAW42,10.1756
CAPSAICIN,OCIAML3,5.60953
CAPSAICIN,OV7,9.16857
CAPSAICIN,OV90,8.05606
CAPSAICIN,OVCAR8,6.32613
CAPSAICIN,OVK18,7.26849
CAPSAICIN,OVMANA,7.05885
CAPSAICIN,PANC0327,6.32427
CAPSAICIN,PATU8902,6.61812
CAPSAICIN,RCC10RGB,6.65167
CAPSAICIN,RKN,4.27166
CAPSAICIN,RKO,8.08493
CAPSAICIN,RMGI,6.43675
CAPSAICIN,RMUGS,7.39474
CAPSAICIN,RPMI8226,8.18269
CAPSAICIN,RT4,4.71207
CAPSAICIN,SF295,7.09032
CAPSAICIN,SH10TC,6.59307
CAPSAICIN,SHP77,5.87953
CAPSAICIN,SKOV3,6.71421
CAPSAICIN,SNGM,6.81045
CAPSAICIN,SNU449,7.58977
CAPSAICIN,SNU61,7.63549
CAPSAICIN,SNU81,7.92657
CAPSAICIN,SNU840,8.45349
CAPSAICIN,SNUC4,7.87547
CAPSAICIN,SNUC5,7.31405
CAPSAICIN,SUDHL4,7.98867
CAPSAICIN,SUDHL5,7.58136
CAPSAICIN,SUIT2,7.01458
CAPSAICIN,SW403,7.94387
CAPSAICIN,SW620,8.32817
CAPSAICIN,THP1,6.98006
CAPSAICIN,TYKNU,8.185
CAPSAICIN,U2OS,8.4833
CAPSAICIN,UMUC3,6.39935
CAPSAICIN,VMRCRCW,6.89518
CARMUSTINE,22RV1,6.40618
CARMUSTINE,2313287,5.80729
CARMUSTINE,42MGBA,6.78147
CARMUSTINE,639V,5.47851
CARMUSTINE,647V,5.80103
CARMUSTINE,697,5.68857
CARMUSTINE,769P,5.62705
CARMUSTINE,786O,5.98459
CARMUSTINE,8505C,7.31468
CARMUSTINE,8MGBA,6.87267
CARMUSTINE,A172,5.91454
CARMUSTINE,A2058,6.59504
CARMUSTINE,A253,6.292
CARMUSTINE,A2780,5.49121
CARMUSTINE,A375,6.20922
CARMUSTINE,A427,7.46293
CARMUSTINE,A549,8.31797
CARMUSTINE,ABC1,7.64162
CARMUSTINE,AGS,5.86513
CARMUSTINE,AM38,5.69949
CARMUSTINE,AMO1,5.12548
CARMUSTINE,ASPC1,8.03776
CARMUSTINE,AU565,7.1191
CARMUSTINE,BCPAP,5.94066
CARMUSTINE,BECKER,6.57887
CARMUSTINE,BFTC905,6.87901
CARMUSTINE,BFTC909,6.91172
CARMUSTINE,BHT101,6.78101
CARMUSTINE,BICR78,7.19314
CARMUSTINE,BPH1,6.74849
CARMUSTINE,BXPC3,6.9871
CARMUSTINE,C2BBE1,6.23501
CARMUSTINE,C4I,7.26955
CARMUSTINE,CA922,6.89691
CARMUSTINE,CADOES1,6.82561
CARMUSTINE,CAL29,6.83385
CARMUSTINE,CAL33,7.02413
CARMUSTINE,CAL51,7.40448
CARMUSTINE,CAL62,6.88943
CARMUSTINE,CAL72,6.44423
CARMUSTINE,CAL78,7.11355
CARMUSTINE,CALU6,6.3007
CARMUSTINE,CAMA1,7.00329
CARMUSTINE,CAPAN1,6.25934
CARMUSTINE,CAS1,6.73397
CARMUSTINE,CASKI,6.7071
CARMUSTINE,CFPAC1,6.61791
CARMUSTINE,CHP134,6.80554
CARMUSTINE,CHP212,5.78486
CARMUSTINE,CL11,6.25763
CARMUSTINE,CMLT1,6.01721
CARMUSTINE,COLO678,7.40672
CARMUSTINE,COLO679,6.13683
CARMUSTINE,COLO792,7.21104
CARMUSTINE,COLO824,7.90866
CARMUSTINE,CORL105,5.5374
CARMUSTINE,CORL311,7.24857
CARMUSTINE,D283MED,6.85836
CARMUSTINE,DANG,6.20362
CARMUSTINE,DAOY,7.35684
CARMUSTINE,DB,6.29535
CARMUSTINE,DBTRG05MG,7.00684
CARMUSTINE,DETROIT562,6.82887
CARMUSTINE,DKMG,6.87831
CARMUSTINE,DMS53,6.39894
CARMUSTINE,DOTC24510,5.80904
CARMUSTINE,ECGI10,7.05936
CARMUSTINE,EFM19,6.87859
CARMUSTINE,EFO21,6.83973
CARMUSTINE,EFO27,5.97248
CARMUSTINE,EJM,7.57886
CARMUSTINE,EKVX,5.3999
CARMUSTINE,EM2,6.78461
CARMUSTINE,EN,7.34215
CARMUSTINE,EOL1,5.72972
CARMUSTINE,EPLC272H,6.56617
CARMUSTINE,ES2,6.03307
CARMUSTINE,ESO26,5.94746
CARMUSTINE,ESO51,7.32807
CARMUSTINE,ESS1,7.38929
CARMUSTINE,FADU,7.15361
CARMUSTINE,FARAGE,6.72561
CARMUSTINE,FLO1,7.30611
CARMUSTINE,FTC133,5.7096
CARMUSTINE,G292CLONEA141B1,7.3361
CARMUSTINE,G401,6.38762
CARMUSTINE,G402,7.19648
CARMUSTINE,GB1,6.97534
CARMUSTINE,GCT,7.29625
CARMUSTINE,GI1,6.79345
CARMUSTINE,GIMEN,6.91311
CARMUSTINE,GP5D,6.42279
CARMUSTINE,H4,6.68313
CARMUSTINE,HCC1187,7.16568
CARMUSTINE,HCC1419,7.05914
CARMUSTINE,HCC1428,7.35578
CARMUSTINE,HCC15,5.92366
CARMUSTINE,HCC1937,6.33696
CARMUSTINE,HCC366,7.47938
CARMUSTINE,HCC38,6.72417
CARMUSTINE,HCC44,7.16203
CARMUSTINE,HCC70,6.6489
CARMUSTINE,HCC78,6.40962
CARMUSTINE,HEC1,6.96168
CARMUSTINE,HEL,6.12725
CARMUSTINE,HGC27,7.51188
CARMUSTINE,HMVII,6.11983
CARMUSTINE,HOP62,6.57461
CARMUSTINE,HPAFII,7.67106
CARMUSTINE,HS746T,6.98375
CARMUSTINE,HSC2,5.51842
CARMUSTINE,HSC3,5.75433
CARMUSTINE,HSC4,7.03408
CARMUSTINE,HT1080,7.02108
CARMUSTINE,HT1197,6.10064
CARMUSTINE,HT144,6.89198
CARMUSTINE,HT3,6.23064
CARMUSTINE,HT55,6.90865
CARMUSTINE,HUCCT1,6.31712
CARMUSTINE,HUH1,6.74297
CARMUSTINE,HUH7,7.37926
CARMUSTINE,HUO9,6.90543
CARMUSTINE,HUPT3,6.70675
CARMUSTINE,HUPT4,5.91024
CARMUSTINE,IALM,5.56952
CARMUSTINE,IGR1,6.06716
CARMUSTINE,IGROV1,5.57712
CARMUSTINE,IHH4,6.55905
CARMUSTINE,IM95,6.65747
CARMUSTINE,ISTMES1,6.34354
CARMUSTINE,J82,5.7932
CARMUSTINE,JHH1,6.45329
CARMUSTINE,JHH2,7.61236
CARMUSTINE,JHH4,6.70976
CARMUSTINE,JHH6,5.86748
CARMUSTINE,JHH7,5.83302
CARMUSTINE,JIMT1,6.75891
CARMUSTINE,JJN3,6.76509
CARMUSTINE,JURKAT,7.04672
CARMUSTINE,JVM2,7.14873
CARMUSTINE,JVM3,5.67457
CARMUSTINE,K562,6.76584
CARMUSTINE,KALS1,8.06731
CARMUSTINE,KARPAS299,6.9114
CARMUSTINE,KARPAS422,5.62465
CARMUSTINE,KASUMI1,6.38856
CARMUSTINE,KATOIII,6.8185
CARMUSTINE,KCL22,6.957
CARMUSTINE,KE37,6.86758
CARMUSTINE,KELLY,5.44203
CARMUSTINE,KM12,6.42347
CARMUSTINE,KMRC20,7.33346
CARMUSTINE,KNS62,6.41477
CARMUSTINE,KP2,6.3109
CARMUSTINE,KP3,7.52294
CARMUSTINE,KPNYN,5.81319
CARMUSTINE,KU1919,6.31961
CARMUSTINE,KU812,6.26648
CARMUSTINE,KYSE180,5.40534
CARMUSTINE,KYSE270,7.17473
CARMUSTINE,KYSE410,6.37868
CARMUSTINE,KYSE450,6.74718
CARMUSTINE,KYSE510,6.69405
CARMUSTINE,KYSE520,7.15564
CARMUSTINE,KYSE70,6.87022
CARMUSTINE,L1236,6.06606
CARMUSTINE,L363,7.1435
CARMUSTINE,L428,7.16777
CARMUSTINE,LCLC97TM1,6.60269
CARMUSTINE,LK2,6.24693
CARMUSTINE,LN18,6.34432
CARMUSTINE,LN229,7.06047
CARMUSTINE,LNCAPCLONEFGC,6.02227
CARMUSTINE,LOUNH91,7.44668
CARMUSTINE,LOVO,6.1706
CARMUSTINE,LP1,6.95081
CARMUSTINE,LS1034,7.25958
CARMUSTINE,LS123,6.76254
CARMUSTINE,LS180,7.14182
CARMUSTINE,LS411N,6.47402
CARMUSTINE,LU135,6.27558
CARMUSTINE,LU165,5.47367
CARMUSTINE,MCF7,6.69804
CARMUSTINE,MDAMB157,6.82804
CARMUSTINE,MDAMB231,7.4966
CARMUSTINE,MDAMB361,5.81676
CARMUSTINE,MDAMB415,7.11383
CARMUSTINE,MDAMB436,7.19412
CARMUSTINE,MDAMB453,5.16975
CARMUSTINE,MDST8,6.76631
CARMUSTINE,MELJUSO,6.0975
CARMUSTINE,MFE296,7.41347
CARMUSTINE,MFE319,7.14808
CARMUSTINE,MFM223,6.50319
CARMUSTINE,MG63,7.05276
CARMUSTINE,MHHES1,6.68236
CARMUSTINE,MIAPACA2,6.49831
CARMUSTINE,MKN45,6.33947
CARMUSTINE,MM1S,6.34328
CARMUSTINE,MOLM13,5.7473
CARMUSTINE,MPP89,7.18685
CARMUSTINE,MS751,6.57081
CARMUSTINE,MSTO211H,5.7637
CARMUSTINE,NALM6,7.03215
CARMUSTINE,NAMALWA,6.97165
CARMUSTINE,NCIH1048,7.66396
CARMUSTINE,NCIH1092,7.23825
CARMUSTINE,NCIH1155,5.44052
CARMUSTINE,NCIH1299,6.90294
CARMUSTINE,NCIH1355,5.90549
CARMUSTINE,NCIH1568,7.24163
CARMUSTINE,NCIH1581,6.30369
CARMUSTINE,NCIH1650,7.57104
CARMUSTINE,NCIH1666,5.98104
CARMUSTINE,NCIH1693,7.54598
CARMUSTINE,NCIH1694,6.58129
CARMUSTINE,NCIH1792,7.44818
CARMUSTINE,NCIH1793,7.47874
CARMUSTINE,NCIH1915,6.84573
CARMUSTINE,NCIH1944,5.85807
CARMUSTINE,NCIH1975,6.67305
CARMUSTINE,NCIH2023,6.3713
CARMUSTINE,NCIH2087,6.91669
CARMUSTINE,NCIH209,5.14701
CARMUSTINE,NCIH211,7.42447
CARMUSTINE,NCIH2122,6.2275
CARMUSTINE,NCIH2170,6.56331
CARMUSTINE,NCIH226,5.77007
CARMUSTINE,NCIH23,7.05151
CARMUSTINE,NCIH28,6.46353
CARMUSTINE,NCIH3122,5.81867
CARMUSTINE,NCIH358,6.24087
CARMUSTINE,NCIH441,5.58851
CARMUSTINE,NCIH446,6.81781
CARMUSTINE,NCIH520,5.98173
CARMUSTINE,NCIH526,6.45794
CARMUSTINE,NCIH650,7.37306
CARMUSTINE,NCIH661,6.90201
CARMUSTINE,NCIH716,7.398
CARMUSTINE,NCIH727,6.19968
CARMUSTINE,NCIH841,7.0726
CARMUSTINE,NCIN87,5.94384
CARMUSTINE,NH12,7.05355
CARMUSTINE,NOMO1,7.09238
CARMUSTINE,OAW28,7.26043
CARMUSTINE,OAW42,6.72909
CARMUSTINE,OCIAML2,5.17025
CARMUSTINE,OCIAML3,7.04846
CARMUSTINE,OE21,7.17639
CARMUSTINE,ONS76,6.41411
CARMUSTINE,OPM2,6.94269
CARMUSTINE,OSC20,7.36847
CARMUSTINE,OSRC2,7.23521
CARMUSTINE,OV90,6.55507
CARMUSTINE,OVCAR8,6.74129
CARMUSTINE,OVISE,5.6327
CARMUSTINE,OVK18,5.75344
CARMUSTINE,OVTOKO,6.61411
CARMUSTINE,P30OHK,6.37815
CARMUSTINE,PA1,5.20579
CARMUSTINE,PANC0813,6.90145
CARMUSTINE,PANC1005,6.19904
CARMUSTINE,PATU8902,6.9322
CARMUSTINE,PATU8988T,5.99061
CARMUSTINE,PC14,6.7844
CARMUSTINE,PC3,6.70675
CARMUSTINE,PEO1,6.84063
CARMUSTINE,PFSK1,6.39865
CARMUSTINE,RAJI,6.6287
CARMUSTINE,RCC10RGB,5.42242
CARMUSTINE,RD,6.67369
CARMUSTINE,REH,5.79761
CARMUSTINE,RERFGC1B,7.21759
CARMUSTINE,RERFLCSQ1,7.17669
CARMUSTINE,RH30,6.36112
CARMUSTINE,RH41,5.9011
CARMUSTINE,RKN,6.64717
CARMUSTINE,RKO,6.36054
CARMUSTINE,RL952,5.76589
CARMUSTINE,RPMI7951,5.5989
CARMUSTINE,RPMI8226,5.61055
CARMUSTINE,RT112,5.6218
CARMUSTINE,RT4,6.53387
CARMUSTINE,SAOS2,7.23965
CARMUSTINE,SAS,5.88313
CARMUSTINE,SCC3,5.31226
CARMUSTINE,SF268,7.37854
CARMUSTINE,SF539,6.43075
CARMUSTINE,SHP77,6.40742
CARMUSTINE,SIHA,5.52429
CARMUSTINE,SIMA,6.92211
CARMUSTINE,SISO,6.96321
CARMUSTINE,SKGIIIA,7.05707
CARMUSTINE,SKGT2,6.42762
CARMUSTINE,SKGT4,7.46495
CARMUSTINE,SKHEP1,6.02778
CARMUSTINE,SKMEL2,6.17265
CARMUSTINE,SKMEL24,6.2294
CARMUSTINE,SKMES1,7.69155
CARMUSTINE,SKMM2,7.03036
CARMUSTINE,SKN,7.36319
CARMUSTINE,SKNAS,6.242
CARMUSTINE,SKNDZ,5.46313
CARMUSTINE,SKOV3,7.3857
CARMUSTINE,SKUT1,6.68532
CARMUSTINE,SNGM,6.40592
CARMUSTINE,SNU1,7.86546
CARMUSTINE,SNU387,5.99782
CARMUSTINE,SNU423,5.16801
CARMUSTINE,SNU449,7.36998
CARMUSTINE,SNU5,6.11984
CARMUSTINE,SNU61,6.65903
CARMUSTINE,SNU81,6.64543
CARMUSTINE,SNUC5,6.96473
CARMUSTINE,ST486,5.48738
CARMUSTINE,SUDHL5,6.1995
CARMUSTINE,SUDHL8,6.85847
CARMUSTINE,SUIT2,6.09892
CARMUSTINE,SUPM2,5.81576
CARMUSTINE,SUPT1,6.04308
CARMUSTINE,SW1088,5.85306
CARMUSTINE,SW1271,7.4494
CARMUSTINE,SW13,5.52298
CARMUSTINE,SW1463,6.36512
CARMUSTINE,SW1573,7.28115
CARMUSTINE,SW620,6.35818
CARMUSTINE,SW626,6.97345
CARMUSTINE,SW982,5.9076
CARMUSTINE,T47D,5.80644
CARMUSTINE,TC71,6.933
CARMUSTINE,TE4,7.14022
CARMUSTINE,TE6,6.5911
CARMUSTINE,TE8,6.56553
CARMUSTINE,TE9,6.89222
CARMUSTINE,TGW,6.95259
CARMUSTINE,TOV112D,5.31029
CARMUSTINE,TOV21G,5.33706
CARMUSTINE,TT2609C02,7.6488
CARMUSTINE,TYKNU,5.60237
CARMUSTINE,U118MG,7.46556
CARMUSTINE,U251MG,7.13775
CARMUSTINE,U2OS,7.14798
CARMUSTINE,UACC257,6.96964
CARMUSTINE,UACC62,6.94094
CARMUSTINE,VAESBJ,7.06479
CARMUSTINE,VCAP,6.86854
CARMUSTINE,WM115,6.64206
CARMUSTINE,WM793,7.27041
CARMUSTINE,WSUNHL,6.19389
CARMUSTINE,YAPC,6.9501
CARMUSTINE,YH13,6.80675
CEDIRANIB,22RV1,2.38927
CEDIRANIB,2313287,2.12802
CEDIRANIB,42MGBA,0.106498
CEDIRANIB,639V,2.34836
CEDIRANIB,647V,2.49125
CEDIRANIB,697,2.19958
CEDIRANIB,769P,1.94989
CEDIRANIB,786O,3.14069
CEDIRANIB,8505C,3.27971
CEDIRANIB,8MGBA,6.41022
CEDIRANIB,A172,0.82654
CEDIRANIB,A2058,2.63731
CEDIRANIB,A253,3.21732
CEDIRANIB,A2780,0.169424
CEDIRANIB,A375,2.71726
CEDIRANIB,A388,3.29387
CEDIRANIB,A427,1.03365
CEDIRANIB,A549,2.50913
CEDIRANIB,ABC1,2.97701
CEDIRANIB,AGS,2.30354
CEDIRANIB,AM38,2.90285
CEDIRANIB,AML193,2.55784
CEDIRANIB,AMO1,2.53074
CEDIRANIB,ASPC1,4.30745
CEDIRANIB,AU565,2.3451
CEDIRANIB,BC3C,2.79727
CEDIRANIB,BCPAP,2.6458
CEDIRANIB,BECKER,3.04749
CEDIRANIB,BFTC905,2.08183
CEDIRANIB,BFTC909,2.02207
CEDIRANIB,BHT101,2.47635
CEDIRANIB,BICR16,2.24498
CEDIRANIB,BICR31,1.63113
CEDIRANIB,BICR56,3.90319
CEDIRANIB,BICR6,1.3404
CEDIRANIB,BICR78,2.05431
CEDIRANIB,BL70,2.78894
CEDIRANIB,BPH1,0.552432
CEDIRANIB,BT12,2.26529
CEDIRANIB,BXPC3,2.27682
CEDIRANIB,C2BBE1,2.1571
CEDIRANIB,C33A,2.32763
CEDIRANIB,C4I,2.47889
CEDIRANIB,CA922,1.93999
CEDIRANIB,CADOES1,2.68168
CEDIRANIB,CAKI1,2.16303
CEDIRANIB,CAKI2,4.31724
CEDIRANIB,CAL12T,2.85674
CEDIRANIB,CAL29,2.08305
CEDIRANIB,CAL33,2.14425
CEDIRANIB,CAL51,2.23526
CEDIRANIB,CAL62,2.39548
CEDIRANIB,CAL72,1.44529
CEDIRANIB,CAL78,2.50037
CEDIRANIB,CALU6,4.14684
CEDIRANIB,CAMA1,2.51673
CEDIRANIB,CAOV3,3.2544
CEDIRANIB,CAPAN1,3.44391
CEDIRANIB,CAS1,2.05507
CEDIRANIB,CASKI,2.00828
CEDIRANIB,CCFSTTG1,2.32324
CEDIRANIB,CFPAC1,2.43191
CEDIRANIB,CHAGOK1,3.53274
CEDIRANIB,CHP134,2.09343
CEDIRANIB,CHP212,2.40216
CEDIRANIB,CL11,3.0985
CEDIRANIB,CMLT1,0.696975
CEDIRANIB,COLO320,2.69685
CEDIRANIB,COLO678,2.47194
CEDIRANIB,COLO679,2.6666
CEDIRANIB,COLO792,2.36321
CEDIRANIB,COLO800,2.74886
CEDIRANIB,COLO824,2.4903
CEDIRANIB,CORL105,0.993741
CEDIRANIB,CORL279,1.65682
CEDIRANIB,CORL311,2.48841
CEDIRANIB,CORL47,1.08817
CEDIRANIB,COV362,2.49154
CEDIRANIB,COV434,1.71052
CEDIRANIB,D283MED,1.42813
CEDIRANIB,DANG,4.09459
CEDIRANIB,DAOY,2.61948
CEDIRANIB,DB,2.44737
CEDIRANIB,DBTRG05MG,3.93305
CEDIRANIB,DETROIT562,2.65194
CEDIRANIB,DKMG,1.71273
CEDIRANIB,DMS53,2.30681
CEDIRANIB,DOTC24510,2.73253
CEDIRANIB,ECGI10,3.24808
CEDIRANIB,EFM19,3.8205
CEDIRANIB,EFO21,4.37954
CEDIRANIB,EFO27,3.21721
CEDIRANIB,EJM,3.20073
CEDIRANIB,EKVX,2.13914
CEDIRANIB,EM2,2.39289
CEDIRANIB,EN,3.36915
CEDIRANIB,EOL1,-9.15166
CEDIRANIB,EPLC272H,2.47292
CEDIRANIB,ES2,3.62925
CEDIRANIB,ESO26,3.52872
CEDIRANIB,ESO51,2.70862
CEDIRANIB,ESS1,2.20714
CEDIRANIB,F36P,2.53376
CEDIRANIB,FADU,3.57358
CEDIRANIB,FARAGE,1.28928
CEDIRANIB,FLO1,2.97248
CEDIRANIB,FTC133,5.96514
CEDIRANIB,FU97,2.49452
CEDIRANIB,G292CLONEA141B1,0.458911
CEDIRANIB,G401,-0.519192
CEDIRANIB,G402,-2.55933
CEDIRANIB,GB1,1.76129
CEDIRANIB,GCT,2.51927
CEDIRANIB,GI1,2.47805
CEDIRANIB,GIMEN,2.23454
CEDIRANIB,GP5D,2.60579
CEDIRANIB,H4,2.60144
CEDIRANIB,HCC1187,4.79071
CEDIRANIB,HCC1395,1.08549
CEDIRANIB,HCC1419,3.81219
CEDIRANIB,HCC1428,3.18374
CEDIRANIB,HCC15,4.49305
CEDIRANIB,HCC1937,2.63604
CEDIRANIB,HCC202,5.51157
CEDIRANIB,HCC33,2.28942
CEDIRANIB,HCC366,3.33894
CEDIRANIB,HCC38,2.35899
CEDIRANIB,HCC44,2.03069
CEDIRANIB,HCC56,3.13233
CEDIRANIB,HCC70,4.02129
CEDIRANIB,HCC78,1.94224
CEDIRANIB,HDMYZ,3.25138
CEDIRANIB,HEC1,4.09747
CEDIRANIB,HEL,2.77975
CEDIRANIB,HEL9217,3.3594
CEDIRANIB,HGC27,2.11912
CEDIRANIB,HLF,2.41222
CEDIRANIB,HMVII,2.07401
CEDIRANIB,HO1U1,1.9713
CEDIRANIB,HOP62,2.46234
CEDIRANIB,HPAFII,3.39762
CEDIRANIB,HS294T,2.96113
CEDIRANIB,HS683,2.43901
CEDIRANIB,HS746T,2.94978
CEDIRANIB,HSC2,2.63246
CEDIRANIB,HSC3,2.03347
CEDIRANIB,HSC4,2.53738
CEDIRANIB,HT,0.995642
CEDIRANIB,HT1080,3.14033
CEDIRANIB,HT1197,3.82626
CEDIRANIB,HT1376,5.37963
CEDIRANIB,HT144,2.54833
CEDIRANIB,HT3,4.18886
CEDIRANIB,HT55,2.314
CEDIRANIB,HUCCT1,2.06986
CEDIRANIB,HUH1,2.5133
CEDIRANIB,HUH7,2.03484
CEDIRANIB,HUNS1,2.13699
CEDIRANIB,HUO9,0.134875
CEDIRANIB,HUPT3,4.21375
CEDIRANIB,HUPT4,3.67242
CEDIRANIB,IALM,2.83207
CEDIRANIB,IGR1,2.57668
CEDIRANIB,IGR39,3.27387
CEDIRANIB,IGROV1,-0.349637
CEDIRANIB,IHH4,2.51885
CEDIRANIB,IM95,2.65372
CEDIRANIB,IMR32,2.5149
CEDIRANIB,IPC298,2.61774
CEDIRANIB,ISTMES1,1.50712
CEDIRANIB,J82,3.78728
CEDIRANIB,JAR,2.42524
CEDIRANIB,JHH1,2.64878
CEDIRANIB,JHH2,1.98156
CEDIRANIB,JHH4,1.06843
CEDIRANIB,JHH5,2.36442
CEDIRANIB,JHH6,4.08843
CEDIRANIB,JHH7,3.00687
CEDIRANIB,JHOM1,3.15924
CEDIRANIB,JHOS2,2.50773
CEDIRANIB,JHOS4,2.35954
CEDIRANIB,JHUEM1,2.44304
CEDIRANIB,JHUEM7,2.39804
CEDIRANIB,JIMT1,3.82249
CEDIRANIB,JJN3,2.62624
CEDIRANIB,JL1,3.3207
CEDIRANIB,JM1,2.33155
CEDIRANIB,JURKAT,2.35652
CEDIRANIB,JVM2,1.97546
CEDIRANIB,JVM3,1.81999
CEDIRANIB,K029AX,4.50054
CEDIRANIB,K562,2.24622
CEDIRANIB,KALS1,2.31757
CEDIRANIB,KARPAS299,2.18756
CEDIRANIB,KARPAS422,2.40129
CEDIRANIB,KASUMI1,-3.40791
CEDIRANIB,KATOIII,-1.074
CEDIRANIB,KCL22,2.62279
CEDIRANIB,KE37,1.98658
CEDIRANIB,KE39,1.6252
CEDIRANIB,KELLY,1.63291
CEDIRANIB,KM12,2.81149
CEDIRANIB,KMBC2,2.77552
CEDIRANIB,KMRC20,2.62602
CEDIRANIB,KMRC3,0.870934
CEDIRANIB,KNS62,4.21046
CEDIRANIB,KO52,2.61565
CEDIRANIB,KON,1.94103
CEDIRANIB,KOSC2,1.8889
CEDIRANIB,KP2,3.88669
CEDIRANIB,KP3,2.67757
CEDIRANIB,KPNYN,2.84101
CEDIRANIB,KU1919,2.73664
CEDIRANIB,KU812,0.803429
CEDIRANIB,KYSE180,2.19626
CEDIRANIB,KYSE270,2.06561
CEDIRANIB,KYSE410,2.2896
CEDIRANIB,KYSE450,4.37228
CEDIRANIB,KYSE510,5.39207
CEDIRANIB,KYSE520,4.75534
CEDIRANIB,KYSE70,3.31799
CEDIRANIB,L1236,2.26698
CEDIRANIB,L363,2.88266
CEDIRANIB,L428,2.53288
CEDIRANIB,LCLC97TM1,3.72358
CEDIRANIB,LK2,2.44131
CEDIRANIB,LMSU,-0.716485
CEDIRANIB,LN18,2.54328
CEDIRANIB,LN229,4.58334
CEDIRANIB,LNCAPCLONEFGC,2.59958
CEDIRANIB,LOUNH91,2.0625
CEDIRANIB,LOVO,1.66618
CEDIRANIB,LP1,2.9459
CEDIRANIB,LS1034,2.66688
CEDIRANIB,LS123,2.42513
CEDIRANIB,LS180,3.18418
CEDIRANIB,LS411N,2.63665
CEDIRANIB,LU135,3.20553
CEDIRANIB,LU165,3.0645
CEDIRANIB,M059K,2.2852
CEDIRANIB,M07E,2.53116
CEDIRANIB,MC116,2.18603
CEDIRANIB,MCF7,4.07382
CEDIRANIB,MDAMB157,2.31224
CEDIRANIB,MDAMB231,3.15326
CEDIRANIB,MDAMB361,2.89469
CEDIRANIB,MDAMB415,2.49918
CEDIRANIB,MDAMB436,5.24139
CEDIRANIB,MDAMB453,2.72546
CEDIRANIB,MDST8,2.44554
CEDIRANIB,MELHO,2.71825
CEDIRANIB,MELJUSO,3.30297
CEDIRANIB,MFE296,2.28615
CEDIRANIB,MFE319,2.87476
CEDIRANIB,MFM223,0.672505
CEDIRANIB,MG63,2.6707
CEDIRANIB,MHHES1,3.10425
CEDIRANIB,MHHNB11,2.55956
CEDIRANIB,MIAPACA2,2.31092
CEDIRANIB,MJ,3.37061
