ID,Age_weeks,Date,FW_apex,UV,Lux,Time_assayed_1,Time_assayed_fraction_1,Alightments_1,Time_active_1,Distance_1,Time_assayed_2,Time_assayed_fraction_2,Alightments_2,Time_active_2,Distance_2,Raining,Noisy,Lux_scaled,UV_scaled,Time_assayed_fraction_mean,Alightments_mean,Time_active_mean,Distance_mean,Time_assayed_max,Time_assayed_fraction_max,Alightments_max,Time_active_max,Distance_max,Species,Sex,Diet,Eclosion_weight,FW_length,Longevity,Time_active_max_prop,Distance_max_prop
HL13,5,2022-05-13,TRUE,8.9,4650,12:27:00,0.5188,1,5.94,281,12:34:00,0.5236,1,3.59,154.0,FALSE,FALSE,-0.6783383971985929,2.3959976034403776,0.5212,1.0,4.765000000000001,217.5,12:27:00,0.5188,1,5.94,281.0,Hecale,M,PF,0.286,40,81,0.132,0.21615384615384614
HL5,5,2022-05-13,TRUE,8.9,4650,12:31:00,0.5215,1,2.07,96,12:38:00,0.5264,1,11.1,800.0,FALSE,FALSE,-0.6783383971985929,2.3959976034403776,0.5239499999999999,1.0,6.585,448.0,12:38:00,0.5264,1,11.1,800.0,Hecale,M,PF,0.211,40,83,0.24666666666666665,0.6153846153846154
HL12,5,2022-05-13,TRUE,8.9,4650,12:33:00,0.5229,1,3.12,99,12:40:00,0.5278,1,1.49,58.0,FALSE,FALSE,-0.6783383971985929,2.3959976034403776,0.52535,1.0,2.305,78.5,12:33:00,0.5229,1,3.12,99.0,Hecale,M,PF,0.134,37,76,0.06933333333333333,0.07615384615384616
HL14,5,2022-05-16,TRUE,5.0,9900,10:38:00,0.4431,1,23.72,479,10:52:00,0.4528,1,22.07,715.0,FALSE,FALSE,-0.10497848075909691,-0.8554953108169887,0.44794999999999996,1.0,22.895,597.0,10:38:00,0.4431,1,23.72,479.0,Hecale,F,PF,0.213,40,63,0.5271111111111111,0.36846153846153845
HL15,5,2022-05-16,TRUE,5.0,9900,10:27:00,0.4354,1,10.14,891,10:44:00,0.4472,1,4.94,476.0,FALSE,FALSE,-0.10497848075909691,-0.8554953108169887,0.4413,1.0,7.540000000000001,683.5,10:27:00,0.4354,1,10.14,891.0,Hecale,M,PF,0.27,47,86,0.22533333333333336,0.6853846153846154
HL16,5,2022-05-16,TRUE,5.0,9900,10:32:00,0.4389,1,14.87,769,10:46:00,0.4486,1,4.6,232.0,FALSE,FALSE,-0.10497848075909691,-0.8554953108169887,0.44375,1.0,9.735,500.5,10:32:00,0.4389,1,14.87,769.0,Hecale,F,PF,0.118,40,59,0.33044444444444443,0.5915384615384616
HL36,3,2022-05-16,TRUE,5.0,9900,10:34:00,0.4403,7,14.39,769,10:49:00,0.4507,0,45.0,1177.0,FALSE,FALSE,-0.10497848075909691,-0.8554953108169887,0.4455,3.5,29.695,973.0,10:49:00,0.4507,0,45.0,1177.0,Hecale,F,PD,0.252,44,32,1.0,0.9053846153846153
HL55,1,2022-05-16,TRUE,5.0,9900,10:41:00,0.4451,1,40.21,1001,10:54:00,0.4542,1,3.9,47.0,FALSE,FALSE,-0.10497848075909691,-0.8554953108169887,0.44965,1.0,22.055,524.0,10:41:00,0.4451,1,40.21,1001.0,Hecale,M,PD,0.168,40,59,0.8935555555555555,0.77
HL2,9,2022-05-18,TRUE,5.5,6520,10:15:00,0.4271,1,35.72,1193,10:35:00,0.441,1,19.74,62.0,FALSE,FALSE,-0.47411305553347716,-0.43863724488655714,0.43405,1.0,27.729999999999997,627.5,10:15:00,0.4271,1,35.72,1193.0,Hecale,F,PF,0.154,37,69,0.7937777777777778,0.9176923076923077
HL17,5,2022-05-18,TRUE,5.5,6520,10:25:00,0.434,0,45.0,898,,,,,,FALSE,FALSE,-0.47411305553347716,-0.43863724488655714,0.434,0.0,45.0,898.0,10:25:00,0.434,0,45.0,898.0,Hecale,M,PF,0.171,39,77,1.0,0.6907692307692308
HL18,5,2022-05-18,TRUE,5.5,6520,10:21:00,0.4313,1,1.51,146,10:31:00,0.4382,1,4.14,157.0,FALSE,FALSE,-0.47411305553347716,-0.43863724488655714,0.43474999999999997,1.0,2.8249999999999997,151.5,10:31:00,0.4382,1,4.14,157.0,Hecale,M,PF,0.192,40,77,0.092,0.12076923076923077
HL19,5,2022-05-18,TRUE,5.5,6520,10:17:00,0.4285,2,12.95,428,10:46:00,0.4486,1,15.21,1060.0,FALSE,FALSE,-0.47411305553347716,-0.43863724488655714,0.43855,1.5,14.08,744.0,10:46:00,0.4486,1,15.21,1060.0,Hecale,M,PF,0.191,40,54,0.338,0.8153846153846154
HL38,3,2022-05-18,TRUE,5.5,6520,10:23:00,0.4326,1,17.88,60,10:42:00,0.4458,0,45.0,1069.0,FALSE,FALSE,-0.47411305553347716,-0.43863724488655714,0.4392,0.5,31.439999999999998,564.5,10:42:00,0.4458,0,45.0,1069.0,Hecale,F,PD,0.264,45,76,1.0,0.8223076923076923
HL40,3,2022-05-18,TRUE,5.5,6520,10:11:00,0.4243,1,5.25,137,10:28:00,0.4361,1,5.53,182.0,FALSE,FALSE,-0.47411305553347716,-0.43863724488655714,0.4302,1.0,5.390000000000001,159.5,10:28:00,0.4361,1,5.53,182.0,Hecale,M,PD,0.204,44,38,0.1228888888888889,0.14
HL45,3,2022-05-18,TRUE,5.5,6520,10:13:00,0.4257,1,39.21,1300,10:33:00,0.4396,1,30.95,1300.0,FALSE,FALSE,-0.47411305553347716,-0.43863724488655714,0.43265,1.0,35.08,1300.0,10:13:00,0.4257,1,39.21,1300.0,Hecale,F,PD,0.248,45,106,0.8713333333333334,1.0
HL21,5,2022-05-20,TRUE,5.0,2500,10:15:00,0.4271,1,33.44,1300,10:26:00,0.4347,2,25.17,276.0,FALSE,FALSE,-0.9131429344071483,-0.8554953108169887,0.43089999999999995,1.5,29.305,788.0,10:15:00,0.4271,1,33.44,1300.0,Hecale,M,PF,0.247,46,96,0.7431111111111111,1.0
HL25,5,2022-05-20,TRUE,5.6,2500,11:04:00,0.4611,1,3.31,310,11:23:00,0.4743,1,15.55,333.0,FALSE,FALSE,-0.9131429344071483,-0.35526563170047115,0.4677,1.0,9.43,321.5,11:23:00,0.4743,1,15.55,333.0,Hecale,M,PD,0.162,39,47,0.34555555555555556,0.2561538461538462
HL27,5,2022-05-20,TRUE,5.0,2500,10:12:00,0.425,2,18.65,433,10:24:00,0.4333,1,10.55,219.0,FALSE,FALSE,-0.9131429344071483,-0.8554953108169887,0.42915000000000003,1.5,14.6,326.0,10:12:00,0.425,2,18.65,433.0,Hecale,F,PD,0.145,37,52,0.4144444444444444,0.3330769230769231
HL24,5,2022-05-20,TRUE,5.0,2500,10:18:00,0.4292,1,20.33,1151,10:26:00,0.4347,1,7.82,425.0,FALSE,FALSE,-0.9131429344071483,-0.8554953108169887,0.43195,1.0,14.075,788.0,10:18:00,0.4292,1,20.33,1151.0,Hecale,F,PF,0.166,40,112,0.4517777777777777,0.8853846153846154
HL44,3,2022-05-20,TRUE,5.6,2500,10:57:00,0.4563,1,19.53,617,11:16:00,0.4694,1,11.05,791.0,FALSE,FALSE,-0.9131429344071483,-0.35526563170047115,0.46285,1.0,15.290000000000001,704.0,10:57:00,0.4563,1,19.53,617.0,Hecale,M,PD,0.183,40,21,0.43400000000000005,0.4746153846153846
HL47,3,2022-05-20,TRUE,5.0,2500,10:21:00,0.4313,1,6.92,234,10:28:00,0.4361,1,1.96,31.0,FALSE,FALSE,-0.9131429344071483,-0.8554953108169887,0.4337,1.0,4.4399999999999995,132.5,10:21:00,0.4313,1,6.92,234.0,Hecale,F,PD,0.289,40,74,0.15377777777777776,0.18
HL48,3,2022-05-20,TRUE,5.6,2500,11:01:00,0.459,1,7.79,259,11:21:00,0.4729,1,3.72,136.0,FALSE,FALSE,-0.9131429344071483,-0.35526563170047115,0.46595,1.0,5.755,197.5,11:01:00,0.459,1,7.79,259.0,Hecale,F,PD,0.135,33,40,0.1731111111111111,0.19923076923076924
HL50,3,2022-05-20,TRUE,5.6,2500,10:59:00,0.4576,1,17.21,674,11:19:00,0.4715,1,17.3,452.0,FALSE,FALSE,-0.9131429344071483,-0.35526563170047115,0.46455,1.0,17.255000000000003,563.0,11:19:00,0.4715,1,17.3,452.0,Hecale,M,PD,0.303,45,66,0.3844444444444445,0.3476923076923077
HL32,5,2022-05-23,TRUE,6.0,2560,11:27:00,0.4771,1,13.36,280,11:48:00,0.4917,1,14.97,574.0,FALSE,FALSE,-0.9065902496478399,-0.021779178956125616,0.48440000000000005,1.0,14.165,427.0,11:48:00,0.4917,1,14.97,574.0,Hecale,F,PD,0.181,41,57,0.33266666666666667,0.44153846153846155
HL52,3,2022-05-23,FALSE,6.0,2560,11:31:00,0.4799,1,21.3,1197,11:51:00,0.4938,1,15.39,709.0,FALSE,FALSE,-0.9065902496478399,-0.021779178956125616,0.48685,1.0,18.345,953.0,11:31:00,0.4799,1,21.3,1197.0,Hecale,M,PD,0.208,44,38,0.47333333333333333,0.9207692307692308
HL31,5,2022-05-23,TRUE,6.0,2560,11:35:00,0.4826,1,30.02,1135,11:53:00,0.4951,1,16.08,781.0,FALSE,FALSE,-0.9065902496478399,-0.021779178956125616,0.48885,1.0,23.049999999999997,958.0,11:35:00,0.4826,1,30.02,1135.0,Hecale,F,PD,0.181,40,42,0.6671111111111111,0.8730769230769231
HL4,7,2022-05-23,FALSE,6.0,2560,11:39:00,0.4854,1,35.0,1000,11:56:00,0.4972,1,29.31,1165.0,FALSE,FALSE,-0.9065902496478399,-0.021779178956125616,0.49129999999999996,1.0,32.155,1082.5,11:39:00,0.4854,1,35.0,1000.0,Hecale,F,PF,0.284,39,87,0.7777777777777778,0.7692307692307693
DL1,1,2022-05-23,TRUE,6.0,2560,11:42:00,0.4875,1,1.96,25,11:59:00,0.4993,1,2.07,37.0,FALSE,FALSE,-0.9065902496478399,-0.021779178956125616,0.4934,1.0,2.0149999999999997,31.0,11:59:00,0.4993,1,2.07,37.0,Dryas,M,PF,0.22,41,12,0.046,0.02846153846153846
DL3,1,2022-05-23,FALSE,6.0,2560,11:45:00,0.4896,1,1.49,70,12:01:00,0.5007,1,7.16,609.0,FALSE,FALSE,-0.9065902496478399,-0.021779178956125616,0.49515,1.0,4.325,339.5,12:01:00,0.5007,1,7.16,609.0,Dryas,F,PF,0.186,41,7,0.15911111111111112,0.4684615384615385
HL35,5,2022-05-25,TRUE,5.4,29100,10:30:00,0.4375,1,16.57,1246,10:46:00,0.4486,1,9.23,700.0,FALSE,FALSE,1.9918806422196313,-0.5220088580726432,0.44305,1.0,12.9,973.0,10:30:00,0.4375,1,16.57,1246.0,Hecale,F,PD,0.164,40,76,0.36822222222222223,0.9584615384615385
HL33,5,2022-05-25,TRUE,5.4,29100,10:37:00,0.4424,1,9.84,420,10:55:00,0.4549,1,7.94,1093.0,FALSE,FALSE,1.9918806422196313,-0.5220088580726432,0.44865,1.0,8.89,756.5,10:37:00,0.4424,1,9.84,420.0,Hecale,M,PF,0.232,43,78,0.21866666666666668,0.3230769230769231
DL5,1,2022-05-25,TRUE,5.4,29100,10:40:00,0.4444,1,1.88,40,10:59:00,0.4576,1,10.54,805.0,FALSE,FALSE,1.9918806422196313,-0.5220088580726432,0.451,1.0,6.209999999999999,422.5,10:59:00,0.4576,1,10.54,805.0,Dryas,F,PD,0.173,50,22,0.2342222222222222,0.6192307692307693
DL4,1,2022-05-25,TRUE,5.4,29100,10:42:00,0.4458,1,35.77,1119,11:01:00,0.459,1,40.29,1300.0,FALSE,FALSE,1.9918806422196313,-0.5220088580726432,0.4524,1.0,38.03,1209.5,11:01:00,0.459,1,40.29,1300.0,Dryas,F,PD,0.252,44,22,0.8953333333333333,1.0
HL9,7,2022-05-27,FALSE,5.3,5480,11:44:00,0.4889,1,1.93,70,12:09:00,0.5063,1,5.04,0.0,FALSE,FALSE,-0.5876929246948249,-0.60538047125873,0.4976,1.0,3.485,35.0,12:09:00,0.5063,1,5.04,0.0,Hecale,F,PF,0.189,41,52,0.112,0.0
HL54,3,2022-05-27,TRUE,5.3,5480,11:47:00,0.491,1,28.21,875,12:12:00,0.5083,1,39.07,1175.0,FALSE,FALSE,-0.5876929246948249,-0.60538047125873,0.49965,1.0,33.64,1025.0,12:12:00,0.5083,1,39.07,1175.0,Hecale,F,PD,0.217,41,29,0.8682222222222222,0.9038461538461539
HL8,7,2022-05-27,TRUE,5.3,5480,11:49:00,0.4924,1,5.22,348,12:14:00,0.5097,1,9.32,380.0,FALSE,FALSE,-0.5876929246948249,-0.60538047125873,0.50105,1.0,7.27,364.0,12:14:00,0.5097,1,9.32,380.0,Hecale,F,PF,0.179,40,77,0.2071111111111111,0.2923076923076923
HL11,7,2022-05-27,TRUE,5.3,5480,11:53:00,0.4951,1,6.6,490,12:18:00,0.5125,1,17.11,726.0,FALSE,FALSE,-0.5876929246948249,-0.60538047125873,0.5038,1.0,11.855,608.0,12:18:00,0.5125,1,17.11,726.0,Hecale,F,PF,0.31,43,55,0.3802222222222222,0.5584615384615385
HL7,7,2022-05-27,TRUE,5.3,5480,11:56:00,0.4972,1,2.42,52,12:20:00,0.5139,1,39.36,653.0,FALSE,FALSE,-0.5876929246948249,-0.60538047125873,0.5055499999999999,1.0,20.89,352.5,12:20:00,0.5139,1,39.36,653.0,Hecale,F,PF,0.182,40,119,0.8746666666666667,0.5023076923076923
HL12,7,2022-05-27,TRUE,5.3,5480,11:59:00,0.4993,1,1.51,21,12:22:00,0.5153,1,1.43,70.0,FALSE,FALSE,-0.5876929246948249,-0.60538047125873,0.5073,1.0,1.47,45.5,11:59:00,0.4993,1,1.51,21.0,Hecale,M,PF,0.134,37,76,0.033555555555555554,0.016153846153846154
HL5,7,2022-05-27,TRUE,5.3,5480,12:04:00,0.5028,1,5.36,254,12:39:00,0.5271,1,17.18,66.0,FALSE,FALSE,-0.5876929246948249,-0.60538047125873,0.51495,1.0,11.27,160.0,12:39:00,0.5271,1,17.18,66.0,Hecale,M,PF,0.211,40,83,0.38177777777777777,0.05076923076923077
HL13,7,2022-05-27,TRUE,5.3,5480,12:06:00,0.5042,1,5.55,397,12:42:00,0.5292,1,9.86,780.0,FALSE,FALSE,-0.5876929246948249,-0.60538047125873,0.5166999999999999,1.0,7.705,588.5,12:42:00,0.5292,1,9.86,780.0,Hecale,M,PF,0.286,40,81,0.2191111111111111,0.6
HL16,7,2022-05-30,TRUE,6.1,8940,11:11:00,0.466,1,5.44,284,11:24:00,0.475,1,6.72,257.0,FALSE,FALSE,-0.20982143690803332,0.0615924342299604,0.47050000000000003,1.0,6.08,270.5,11:24:00,0.475,1,6.72,257.0,Hecale,F,PF,0.118,40,59,0.14933333333333332,0.1976923076923077
HL14,7,2022-05-30,TRUE,6.1,8940,11:13:00,0.4674,1,3.21,79,11:28:00,0.4778,2,5.07,123.0,FALSE,FALSE,-0.20982143690803332,0.0615924342299604,0.4726,1.5,4.140000000000001,101.0,11:28:00,0.4778,2,5.07,123.0,Hecale,F,PF,0.213,40,63,0.11266666666666668,0.09461538461538462
HL1,11,2022-05-30,FALSE,6.1,8940,11:17:00,0.4701,2,28.81,560,11:30:00,0.4792,1,3.19,161.0,FALSE,FALSE,-0.20982143690803332,0.0615924342299604,0.47465,1.5,16.0,360.5,11:17:00,0.4701,2,28.81,560.0,Hecale,F,PF,0.142,37,119,0.6402222222222222,0.4307692307692308
HL15,7,2022-05-30,FALSE,6.1,8940,11:19:00,0.4715,1,16.93,1060,11:32:00,0.4806,1,10.17,725.0,FALSE,FALSE,-0.20982143690803332,0.0615924342299604,0.47605,1.0,13.55,892.5,11:19:00,0.4715,1,16.93,1060.0,Hecale,M,PF,0.27,47,86,0.37622222222222224,0.8153846153846154
HL55,3,2022-05-30,TRUE,6.1,8940,11:21:00,0.4729,0,43.0,693,11:35:00,0.4826,1,6.99,439.0,FALSE,FALSE,-0.20982143690803332,0.0615924342299604,0.47775,0.5,24.995,566.0,11:21:00,0.4729,0,43.0,693.0,Hecale,M,PD,0.168,40,59,0.9555555555555556,0.5330769230769231
DL7,1,2022-06-01,TRUE,5.6,9980,12:35:00,0.5243,1,19.33,970,12:47:00,0.5326,1,4.54,161.0,TRUE,FALSE,-0.09624156774668555,-0.35526563170047115,0.52845,1.0,11.934999999999999,565.5,12:35:00,0.5243,1,19.33,970.0,Dryas,M,PF,0.164,41,27,0.4295555555555555,0.7461538461538462
HL59,1,2022-06-01,TRUE,5.6,4400,12:19:00,0.5132,1,23.05,57,12:37:00,0.5257,1,11.65,481.0,FALSE,FALSE,-0.7056412503623785,-0.35526563170047115,0.51945,1.0,17.35,269.0,12:19:00,0.5132,1,23.05,57.0,Hecale,M,PD,0.279,44,41,0.5122222222222222,0.04384615384615385
HL38,5,2022-06-01,FALSE,5.6,33900,11:42:00,0.4875,1,6.82,613,12:15:00,0.5104,1,13.81,417.0,FALSE,FALSE,2.5160954229643133,-0.35526563170047115,0.49895,1.0,10.315000000000001,515.0,12:15:00,0.5104,1,13.81,417.0,Hecale,F,PD,0.264,45,76,0.3068888888888889,0.32076923076923075
HL40,5,2022-06-01,FALSE,5.6,33900,11:36:00,0.4833,1,9.02,893,12:17:00,0.5118,1,1.81,31.0,FALSE,FALSE,2.5160954229643133,-0.35526563170047115,0.49755000000000005,1.0,5.415,462.0,11:36:00,0.4833,1,9.02,893.0,Hecale,M,PD,0.204,44,38,0.20044444444444443,0.686923076923077
HL45,5,2022-06-01,TRUE,5.6,33900,11:39:00,0.4854,1,4.94,617,12:23:00,0.516,1,12.03,770.0,FALSE,FALSE,2.5160954229643133,-0.35526563170047115,0.5007,1.0,8.485,693.5,12:23:00,0.516,1,12.03,770.0,Hecale,F,PD,0.248,45,106,0.2673333333333333,0.5923076923076923
HL17,7,2022-06-01,TRUE,5.6,4400,12:20:00,0.5139,1,25.82,765,12:40:00,0.5278,1,30.82,1230.0,FALSE,FALSE,-0.7056412503623785,-0.35526563170047115,0.52085,1.0,28.32,997.5,12:40:00,0.5278,1,30.82,1230.0,Hecale,M,PF,0.171,39,77,0.6848888888888889,0.9461538461538461
HL18,7,2022-06-01,TRUE,5.6,9980,12:33:00,0.5229,1,15.09,1200,12:42:00,0.5292,1,9.58,805.0,FALSE,FALSE,-0.09624156774668555,-0.35526563170047115,0.52605,1.0,12.335,1002.5,12:33:00,0.5229,1,15.09,1200.0,Hecale,M,PF,0.192,40,77,0.3353333333333333,0.9230769230769231
HL19,7,2022-06-01,TRUE,5.6,9980,12:31:00,0.5215,1,14.43,766,12:45:00,0.5313,1,13.99,588.0,FALSE,FALSE,-0.09624156774668555,-0.35526563170047115,0.5264,1.0,14.21,677.0,12:31:00,0.5215,1,14.43,766.0,Hecale,M,PF,0.191,40,54,0.32066666666666666,0.5892307692307692
HL24,7,2022-06-03,TRUE,6.3,2930,11:20:00,0.4722,1,1.96,99,11:34:00,0.4819,1,2.62,178.0,FALSE,FALSE,-0.8661820269654372,0.22833566060213317,0.47705,1.0,2.29,138.5,11:34:00,0.4819,1,2.62,178.0,Hecale,F,PF,0.166,40,112,0.058222222222222224,0.13692307692307693
HL47,5,2022-06-03,TRUE,6.3,2930,11:24:00,0.475,1,11.17,740,11:37:00,0.484,1,6.45,607.0,FALSE,FALSE,-0.8661820269654372,0.22833566060213317,0.4795,1.0,8.81,673.5,11:24:00,0.475,1,11.17,740.0,Hecale,F,PD,0.289,40,74,0.24822222222222223,0.5692307692307692
HL27,7,2022-06-03,TRUE,6.3,2930,11:28:00,0.4778,1,1.93,109,11:40:00,0.4861,1,1.93,62.0,FALSE,FALSE,-0.8661820269654372,0.22833566060213317,0.48195,1.0,1.93,85.5,11:28:00,0.4778,1,1.93,109.0,Hecale,F,PD,0.145,37,52,0.042888888888888886,0.08384615384615385
DL9,1,2022-06-03,TRUE,6.3,2930,11:30:00,0.4792,1,2.5,32,11:43:00,0.4882,1,1.61,0.0,FALSE,FALSE,-0.8661820269654372,0.22833566060213317,0.4837,1.0,2.055,16.0,11:30:00,0.4792,1,2.5,32.0,Dryas,F,PF,0.214,42,8,0.05555555555555555,0.024615384615384615
HL48,5,2022-06-03,TRUE,6.3,2930,11:32:00,0.4806,1,4.66,324,11:45:00,0.4896,1,1.7,5.0,FALSE,FALSE,-0.8661820269654372,0.22833566060213317,0.4851,1.0,3.18,164.5,11:32:00,0.4806,1,4.66,324.0,Hecale,F,PD,0.135,33,40,0.10355555555555555,0.24923076923076923
DL11,1,2022-06-03,TRUE,6.3,7540,11:58:00,0.4986,1,14.24,414,12:08:00,0.5056,1,7.3,640.0,FALSE,FALSE,-0.36271741462523227,0.22833566060213317,0.5021,1.0,10.77,527.0,11:58:00,0.4986,1,14.24,414.0,Dryas,M,PF,0.2,43,26,0.3164444444444445,0.31846153846153846
DL10,1,2022-06-03,FALSE,6.3,7540,12:00:00,0.5,1,1.61,33,12:10:00,0.5069,1,1.26,63.0,FALSE,FALSE,-0.36271741462523227,0.22833566060213317,0.50345,1.0,1.435,48.0,12:00:00,0.5,1,1.61,33.0,Dryas,M,PF,0.239,42,24,0.03577777777777778,0.025384615384615384
HL50,5,2022-06-03,TRUE,6.3,7540,12:03:00,0.5021,1,6.88,414,12:14:00,0.5097,1,5.52,408.0,FALSE,FALSE,-0.36271741462523227,0.22833566060213317,0.5059,1.0,6.199999999999999,411.0,12:03:00,0.5021,1,6.88,414.0,Hecale,M,PD,0.303,45,66,0.15288888888888888,0.31846153846153846
HL21,7,2022-06-03,TRUE,6.3,7540,12:06:00,0.5042,1,18.3,1030,12:17:00,0.5118,1,14.43,561.0,FALSE,FALSE,-0.36271741462523227,0.22833566060213317,0.508,1.0,16.365000000000002,795.5,12:06:00,0.5042,1,18.3,1030.0,Hecale,M,PF,0.247,46,96,0.4066666666666667,0.7923076923076923
HL61,1,2022-06-06,TRUE,5.0,9210,11:25:00,0.4757,1,4.61,48,11:47:00,0.491,1,7.93,538.0,FALSE,FALSE,-0.18033435549114496,-0.8554953108169887,0.48335,1.0,6.27,293.0,11:47:00,0.491,1,7.93,538.0,Hecale,F,PD,0.406,43,36,0.17622222222222222,0.41384615384615386
HL60,1,2022-06-06,TRUE,5.0,9210,11:28:00,0.4778,1,19.23,780,11:50:00,0.4931,1,25.24,1300.0,FALSE,FALSE,-0.18033435549114496,-0.8554953108169887,0.48545,1.0,22.235,1040.0,11:50:00,0.4931,1,25.24,1300.0,Hecale,F,PF,0.238,45,71,0.5608888888888889,1.0
HL32,7,2022-06-06,FALSE,5.0,9210,11:31:00,0.4799,1,28.07,741,11:53:00,0.4951,1,9.81,626.0,FALSE,FALSE,-0.18033435549114496,-0.8554953108169887,0.4875,1.0,18.94,683.5,11:31:00,0.4799,1,28.07,741.0,Hecale,F,PD,0.181,41,57,0.6237777777777778,0.57
HL52,5,2022-06-06,FALSE,5.0,9210,11:43:00,0.4882,1,16.37,566,11:55:00,0.4965,1,25.01,1300.0,FALSE,FALSE,-0.18033435549114496,-0.8554953108169887,0.49235,1.0,20.69,933.0,11:55:00,0.4965,1,25.01,1300.0,Hecale,M,PD,0.208,44,38,0.5557777777777778,1.0
HL4,9,2022-06-06,FALSE,5.0,9210,11:46:00,0.4903,1,28.16,800,11:57:00,0.4979,1,10.82,700.0,FALSE,FALSE,-0.18033435549114496,-0.8554953108169887,0.4941,1.0,19.490000000000002,750.0,11:46:00,0.4903,1,28.16,800.0,Hecale,F,PF,0.284,39,87,0.6257777777777778,0.6153846153846154
HL35,7,2022-06-08,TRUE,5.6,27000,10:36:00,0.4417,1,3.0,189,10:48:00,0.45,1,3.65,246.0,FALSE,FALSE,1.7625366756438328,-0.35526563170047115,0.44584999999999997,1.0,3.325,217.5,10:48:00,0.45,1,3.65,246.0,Hecale,F,PD,0.164,40,76,0.0811111111111111,0.18923076923076923
HL33,7,2022-06-08,TRUE,5.6,27000,10:40:00,0.4444,1,20.16,1279,10:51:00,0.4521,1,19.24,1300.0,FALSE,FALSE,1.7625366756438328,-0.35526563170047115,0.44825000000000004,1.0,19.7,1289.5,10:40:00,0.4444,1,20.16,1279.0,Hecale,M,PF,0.232,43,78,0.448,0.9838461538461538
DL4,3,2022-06-08,TRUE,5.6,27000,10:45:00,0.4479,1,2.31,53,10:54:00,0.4542,1,1.94,85.0,FALSE,FALSE,1.7625366756438328,-0.35526563170047115,0.45105,1.0,2.125,69.0,10:45:00,0.4479,1,2.31,53.0,Dryas,F,PD,0.252,44,22,0.051333333333333335,0.040769230769230766
HL1,13,2022-06-10,FALSE,6.0,29400,11:06:00,0.4625,1,45.0,789,11:25:00,0.4757,1,26.16,647.0,FALSE,FALSE,2.024644066016174,-0.021779178956125616,0.4691,1.0,35.58,718.0,11:06:00,0.4625,1,45.0,789.0,Hecale,F,PF,0.142,37,119,1.0,0.6069230769230769
HL9,9,2022-06-10,TRUE,6.0,29400,11:09:00,0.4646,1,12.05,616,11:27:00,0.4771,1,5.99,565.0,FALSE,FALSE,2.024644066016174,-0.021779178956125616,0.47085,1.0,9.02,590.5,11:09:00,0.4646,1,12.05,616.0,Hecale,F,PF,0.189,41,52,0.2677777777777778,0.47384615384615386
HL7,9,2022-06-10,FALSE,6.0,29400,11:13:00,0.4674,1,17.02,576,11:30:00,0.4792,1,23.87,666.0,FALSE,FALSE,2.024644066016174,-0.021779178956125616,0.4733,1.0,20.445,621.0,11:30:00,0.4792,1,23.87,666.0,Hecale,F,PF,0.182,40,119,0.5304444444444445,0.5123076923076924
HL13,9,2022-06-10,FALSE,6.0,29400,11:16:00,0.4694,1,7.11,684,11:33:00,0.4813,1,1.87,170.0,FALSE,FALSE,2.024644066016174,-0.021779178956125616,0.47535,1.0,4.49,427.0,11:16:00,0.4694,1,7.11,684.0,Hecale,M,PF,0.286,40,81,0.158,0.5261538461538462
HL5,9,2022-06-10,FALSE,6.0,29400,11:19:00,0.4715,1,2.31,61,11:36:00,0.4833,1,1.71,175.0,FALSE,FALSE,2.024644066016174,-0.021779178956125616,0.4774,1.0,2.01,118.0,11:19:00,0.4715,1,2.31,61.0,Hecale,M,PF,0.211,40,83,0.051333333333333335,0.04692307692307692
HL12,9,2022-06-10,FALSE,6.0,29400,11:22:00,0.4736,1,6.1,630,11:39:00,0.4854,1,1.97,135.0,FALSE,FALSE,2.024644066016174,-0.021779178956125616,0.47950000000000004,1.0,4.035,382.5,11:22:00,0.4736,1,6.1,630.0,Hecale,M,PF,0.134,37,76,0.13555555555555554,0.4846153846153846
HL62,1,2022-06-13,TRUE,5.0,30700,11:08:00,0.4639,1,10.37,626,11:26:00,0.4764,1,20.16,1026.0,FALSE,FALSE,2.166618902467859,-0.8554953108169887,0.47014999999999996,1.0,15.265,826.0,11:26:00,0.4764,1,20.16,1026.0,Hecale,M,PD,0.225,43,65,0.448,0.7892307692307692
HL63,1,2022-06-13,FALSE,5.0,30700,11:12:00,0.4667,1,17.59,809,11:30:00,0.4792,1,28.09,887.0,FALSE,FALSE,2.166618902467859,-0.8554953108169887,0.47295,1.0,22.84,848.0,11:30:00,0.4792,1,28.09,887.0,Hecale,F,PD,0.236,45,63,0.6242222222222222,0.6823076923076923
HL55,5,2022-06-13,TRUE,5.0,30700,11:17:00,0.4701,1,15.76,152,11:34:00,0.4819,1,10.16,623.0,FALSE,FALSE,2.166618902467859,-0.8554953108169887,0.476,1.0,12.96,387.5,11:17:00,0.4701,1,15.76,152.0,Hecale,M,PD,0.168,40,59,0.3502222222222222,0.11692307692307692
HL15,9,2022-06-13,FALSE,5.0,30700,11:21:00,0.4729,1,4.07,458,11:41:00,0.4868,3,23.05,713.0,FALSE,FALSE,2.166618902467859,-0.8554953108169887,0.47985,2.0,13.56,585.5,11:41:00,0.4868,3,23.05,713.0,Hecale,M,PF,0.27,47,86,0.5122222222222222,0.5484615384615384
