ID,Date
R41,2022-06-21
Pac7,2022-06-21
Sap40,2022-06-21
Pac14,2022-06-21
Sar60,2022-06-21
R12,2022-06-21
Sap42,2022-06-21
Nu26,2022-06-21
Nu8,2022-06-21
Ec28,2022-06-21
Nu21,2022-06-21
Zu2,2022-06-21
Nu29,2022-06-21
Nu25,2022-06-21
Sap41,2022-06-21
Sap9,2022-06-21
E29,2022-06-21
R58,2022-06-21
Ag9,2022-06-23
Sap40,2022-06-24
E29,2022-06-24
Ec28,2022-06-24
Nu29,2022-06-24
Pac7,2022-06-24
R15,2022-06-24
Sar53,2022-06-24
R23,2022-06-24
R14,2022-06-24
Nu9,2022-06-24
Pac12,2022-06-24
R38,2022-06-24
Nu30,2022-06-24
Sap39,2022-06-24
Ec20,2022-06-24
Sar52,2022-06-24
Ag7,2022-06-24
Mhy37,2022-06-24
Pac8,2022-06-24
Pac15,2022-06-24
R49,2022-06-24
Sar60,2022-06-24
R58,2022-06-24
Mhy38,2022-06-24
Sap41,2022-06-27
Ec28,2022-06-27
Sap27,2022-06-27
Ag9,2022-06-27
Nu3,2022-06-27
Sap42,2022-06-27
Nu26,2022-06-27
Mhy37,2022-06-27
Zu11,2022-06-27
Nu22,2022-06-27
Nu23,2022-06-27
Nu32,2022-06-27
Sap43,2022-06-28
Nu28,2022-06-28
R15,2022-06-28
Sar66,2022-06-28
Sap40,2022-06-28
Mhy35,2022-06-28
Pac10,2022-06-28
Sap44,2022-06-28
Sap39,2022-06-29
E40,2022-06-29
Sap13,2022-06-29
Sap40,2022-06-29
R13,2022-06-29
E23,2022-06-29
R14,2022-06-29
Pac11,2022-06-29
Sap27,2022-06-29
Nu28,2022-06-29
Sap6,2022-06-29
R37,2022-06-29
Nu32,2022-06-29
Pac7,2022-06-29
Pac15,2022-06-29
Nu34,2022-06-29
E22,2022-06-29
Sar2,2022-06-29
E24,2022-06-29
Nu31,2022-06-29
R40,2022-06-30
Nu31,2022-06-30
R24,2022-06-30
Sap6,2022-06-30
Sap42,2022-06-30
Sap39,2022-06-30
Sap13,2022-06-30
Sap27,2022-06-30
Sap42,2022-06-30
Sap41,2022-06-30
Ec17,2022-06-30
Nu20,2022-06-30
R14,2022-06-30
Nu36,2022-06-30
E20,2022-07-01
Mhy35,2022-07-01
Sar19,2022-07-01
Pac11,2022-07-01
Pac15,2022-07-01
Sap42,2022-07-01
E24,2022-07-01
Nu31,2022-07-01
Sar50,2022-07-01
Nu9,2022-07-01
Mhy39,2022-07-01
Sap6,2022-07-01
R14,2022-07-01
Sap41,2022-07-05
R15,2022-07-05
Ec1,2022-07-05
Pac8,2022-07-05
Sap43,2022-07-05
Nu9,2022-07-05
Pac15,2022-07-05
Sap40,2022-07-05
Sap39,2022-07-05
R28,2022-07-05
E20,2022-07-05
Sap27,2022-07-05
Nu7,2022-07-05
Nu39,2022-07-05
Nu6,2022-07-05
E23,2022-07-05
Ec17,2022-07-05
Nu31,2022-07-05
R35,2022-07-05
Sar60,2022-07-06
R27,2022-07-06
Sap41,2022-07-06
R37,2022-07-06
Sap42,2022-07-06
Sap40,2022-07-06
Nu31,2022-07-06
Pac8,2022-07-06
Nu7,2022-07-06
Dd11,2022-07-06
Sap27,2022-07-07
Nu49,2022-07-07
Nu40,2022-07-07
Nu18,2022-07-07
Pac8,2022-07-07
R40,2022-07-07
Ec17,2022-07-07
Sap41,2022-07-07
Sap40,2022-07-07
E33,2022-07-07
R37,2022-07-07
R5,2022-07-07
Mhy37,2022-07-07
Nu6,2022-07-07
R40,2022-07-11
Pac15,2022-07-11
Sap6,2022-07-11
R15,2022-07-11
Cyd11,2022-07-11
Dd11,2022-07-11
Sap41,2022-07-11
Pac11,2022-07-11
Att24,2022-07-11
Cyd12,2022-07-11
Att28,2022-07-11
Sap39,2022-07-11
Nu20,2022-07-11
Ec17,2022-07-11
Dd11,2022-07-13
R40,2022-07-13
Att24,2022-07-13
Sap39,2022-07-13
Sap41,2022-07-13
Sap27 ,2022-07-13
Sap40,2022-07-13
Dd11,2022-07-14
Sap27,2022-07-14
Pac11,2022-07-14
Sap39,2022-07-14
Nu18,2022-07-14
R33,2022-07-14
R15,2022-07-14
Sap42,2022-07-14
Nu31,2022-07-14
Sap41,2022-07-18
Sap40,2022-07-18
Sap42,2022-07-18
Sap39,2022-07-18
Nu60,2022-07-18
Nu22,2022-07-18
Nu63,2022-07-18
Sar50,2022-07-18
Cyd13,2022-07-18
Nu15,2022-07-18
Nu17,2022-07-18
Nu52,2022-07-18
Sap43,2022-07-18
Nu62,2022-07-18
Nu55,2022-07-18
Nu56,2022-07-18
Nu58,2022-07-18
Nu69,2022-07-18
Sap41,2022-07-22
Nu26,2022-07-22
Cyd14,2022-07-22
E33,2022-07-22
Sar50,2022-07-22
Nu56,2022-07-22
Nu22,2022-07-22
Nu70,2022-07-22
Nu33,2022-07-22
Nu66,2022-07-22
Nu57,2022-07-22
Nu55,2022-07-22
Nu58,2022-07-22
Sap41,2022-07-23
Ros28,2022-07-23
Cyd14,2022-07-23
E33,2022-07-23
Sar50,2022-07-23
Nu69,2022-07-23
Sap47,2022-07-23
Cyd13,2022-07-23
Nu33,2022-07-23
Nu44,2022-07-25
Nu57,2022-07-25
Nu6,2022-07-25
Sap39,2022-07-25
Sap40,2022-07-25
R28,2022-07-25
Nu68,2022-07-25
Nu35,2022-07-25
Ec17,2022-07-25
Nu69,2022-07-25
Nu15,2022-07-25
Nu55,2022-07-25
Sap45,2022-07-25
Sap47,2022-07-25
Nu58,2022-07-25
Nu63,2022-07-25
Nu70,2022-07-25
Nu49,2022-07-25
Nu59,2022-07-28
Sap41,2022-07-28
Nu55,2022-07-28
HeIs4,2022-07-28
Nu54,2022-07-28
Nu22,2022-07-28
Cyd16,2022-07-28
Sap46,2022-07-28
Cyd11,2022-07-28
Nu60,2022-07-28
Pac18,2022-07-28
R28,2022-07-28
Sap41,2022-07-30
Nu69,2022-07-30
Nu60,2022-07-30
Sap39,2022-07-30
Sap40,2022-07-30
Nu56,2022-07-30
Mhy39,2022-07-30
Nu53,2022-07-30
Nu18,2022-07-30
Cyd14,2022-07-30
Sap47,2022-07-30
H1,2022-07-30
Is4,2022-07-30
Nu65,2022-07-30
Nu49,2022-08-01
Nu61,2022-08-01
Nu58,2022-08-01
Nu60,2022-08-01
Nu47,2022-08-01
Nu62,2022-08-01
Pac39,2022-08-01
Pac19,2022-08-01
Sap40,2022-08-01
Cyd16,2022-08-01
Mhy41,2022-08-01
Nu18,2022-08-01
Ec17,2022-08-01
Nu63,2022-08-01
Nu9,2022-08-01
Nu65,2022-08-01
Sap47,2022-08-01
Sap45,2022-08-01
H1,2022-08-01
Is3,2022-08-01
Is4,2022-08-01
Nu34,2022-08-01
Nu13,2022-08-02
Nu12,2022-08-02
H39,2022-08-02
MHy41,2022-08-02
Ec13,2022-08-02
H107,2022-08-02
Nu61,2022-08-02
Ec17,2022-08-02
Nu34,2022-08-02
H155,2022-08-02
Nu62,2022-08-02
Nu49,2022-08-02
Is4,2022-08-02
Nu9,2022-08-02
Cyd14,2022-08-02
Nu68,2022-08-02
Cyd15,2022-08-02
Pac18,2022-08-02
Is6,2022-08-02
Sar66,2022-08-02
Sap41,2022-08-02
EHy1,2022-08-02
Nu18,2022-08-02
Pac19,2022-08-02
At27,2022-08-02
Cyd11,2022-08-02
Ph9,2022-08-02
H160,2022-08-02
Cyd13,2022-08-04
Sap43,2022-08-04
Cyd13,2022-08-04
Pac19,2022-08-04
Sap40,2022-08-04
Cyd11,2022-08-04
Nu15,2022-08-04
H105,2022-08-04
Att27,2022-08-04
Is6,2022-08-04
Nu3,2022-08-04
H3,2022-08-04
Nu60,2022-08-04
D8,2022-08-04
Pac18,2022-08-04
Nu61,2022-08-04
H113,2022-08-04
H134,2022-08-04
H63,2022-08-04
Is157,2022-08-08
Nu9,2022-08-08
H68,2022-08-08
Ec17,2022-08-08
Dd12,2022-08-08
E34,2022-08-08
Is3,2022-08-08
Is6,2022-08-08
Sap39,2022-08-08
Dd12,2022-08-10
Ec13,2022-08-10
Sap47,2022-08-10
Sap39,2022-08-10
Nu53,2022-08-10
H116,2022-08-10
Dd15,2022-08-11
H161,2022-08-11
Nu56,2022-08-11
Nu66,2022-08-11
H114,2022-08-11
Sap40,2022-08-11
H136,2022-08-11
Nu55,2022-08-11
Nu69,2022-08-11
Sap45,2022-08-11
Is4,2022-08-11
Dd14,2022-08-11
H121,2022-08-11
H113,2022-08-11
H125,2022-08-16
H120,2022-08-16
H113,2022-08-16
H136,2022-08-16
H131,2022-08-16
H111,2022-08-16
Sap13,2022-08-16
Sap15,2022-08-16
H41,2022-08-16
Dd15,2022-08-16
Dd14,2022-08-16
Is6,2022-08-16
Sap45,2022-08-16
Hew12,2022-08-17
H1,2022-08-17
Nu62,2022-08-17
Nu60,2022-08-17
H41,2022-08-17
Dd14,2022-08-17
Dd15,2022-08-17
Hew9,2022-08-17
Is6,2022-08-17
Sap47,2022-08-18
Nu67,2022-08-17
H145,2022-08-17
Sap49,2022-08-17
Dd14,2022-08-25
Nu60,2022-08-25
Cyd14,2022-08-25
Hew14,2022-08-30
Sap45,2022-08-30
Sap50,2022-08-30
H145,2022-08-30
Sap14,2022-08-30
Nu55,2022-08-30
Nu62,2022-08-30
Hew10,2022-08-30
H124,2022-08-30
Dd16,2022-08-30
H170,2022-09-26
H131,2022-09-26
Nu77,2022-10-03
Nu74,2022-10-03
Hyd3,2022-10-03
Nu72,2022-10-03
Him2,2022-10-03
Nu78,2022-10-03
Is11,2022-10-03
Is8,2022-10-03
Nu74,2022-10-11
Ple2,2022-10-11
Nu84,2022-10-11
Nu86,2022-10-11
Sap53,2022-10-11
Sap55,2022-10-11
Nu87,2022-10-11
Nu90,2022-10-14
Ec35,2022-10-14
Him1,2022-10-14
Nu77,2022-10-14
Ec30,2022-10-14
Ec34,2022-10-14
Is8,2022-10-14
Is11,2022-10-14
Sap56,2022-10-14
Nu76,2022-10-14
D21,2022-10-14
Nu76,2022-10-17
Nu75,2022-10-17
H400,2022-10-17
Ec37,2022-10-17
Nu72,2022-10-17
Ec36,2022-10-17
Ec38,2022-10-17
H401,2022-10-17
Nu87,2022-10-17
Sap56,2022-10-17
Ple2,2022-10-17
Nu79,2022-10-18
Nu80,2022-10-18
Is13,2022-10-18
Dp23,2022-10-18
H401,2022-10-18
Ec38,2022-10-18
Nu79,2022-10-18
Sap52,2022-10-18
Nu92,2022-10-18
Nu76,2022-10-18
Sap58,2022-10-18
Ec37,2022-10-18
Nu72,2022-10-25
Nu80,2022-10-25
Ec37,2022-10-25
D25,2022-10-25
Ec39,2022-10-25
Nu91,2022-10-25
Nu75,2022-10-25
Nu86,2022-10-25
Sap57,2022-10-25
D21,2022-10-25
D25,2022-11-04
Dd29,2022-11-07
Cyth12,2022-11-07
Cyth35,2022-11-07
H411,2022-11-07
Cyth19,2022-11-07
Cyth17,2022-11-07
Cyth8,2022-11-07
H420,2022-11-07
Sap52,2022-11-07
Cyth4,2022-11-07
H423,2022-11-07
Cyth39,2022-11-07
Cyth9,2022-11-07
Cyth3,2022-11-07
Dd26,2022-11-07
Dd30,2022-11-07
H425,2022-11-23
H424,2022-11-23
Ec46,2022-11-27
Cyth45,2022-11-28
Ec70,2022-11-28
Cyth64,2022-11-28
Cyth66,2022-11-28
Ec54,2022-11-29
Ec55,2022-11-29
Sap68,2023-01-09
Sap59,2023-01-09
Sap75,2023-01-09
Sap67,2023-01-09
Sap77,2023-01-09
